S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
398,02-Feb-2018 - 00:00,03-Feb-2018 - 00:00,,19.43,21.6,207.13,38.78,0.64
399,03-Feb-2018 - 00:00,04-Feb-2018 - 00:00,,19.78,26.58,164.86,35.37,0.6
,,,,,,,,
401,05-Feb-2018 - 00:00,06-Feb-2018 - 00:00,,27.16,36.07,125.87,27.77,0.38
402,06-Feb-2018 - 00:00,07-Feb-2018 - 00:00,,19.39,19.24,261.64,30.42,0.5
403,07-Feb-2018 - 00:00,08-Feb-2018 - 00:00,,22.84,30.43,139.56,30.0,0.41
404,08-Feb-2018 - 00:00,09-Feb-2018 - 00:00,,21.78,31.01,174.87,35.09,0.47
405,09-Feb-2018 - 00:00,10-Feb-2018 - 00:00,,17.4,18.89,104.32,24.0,0.35
406,10-Feb-2018 - 00:00,11-Feb-2018 - 00:00,,19.73,25.57,138.06,27.21,0.53
407,11-Feb-2018 - 00:00,12-Feb-2018 - 00:00,,20.0,17.98,170.16,35.57,0.55
408,12-Feb-2018 - 00:00,13-Feb-2018 - 00:00,,26.12,23.9,164.29,28.73,0.51
409,13-Feb-2018 - 00:00,14-Feb-2018 - 00:00,,22.65,24.03,165.55,30.41,0.5
410,14-Feb-2018 - 00:00,15-Feb-2018 - 00:00,,17.68,22.53,108.0,33.69,0.41
411,15-Feb-2018 - 00:00,16-Feb-2018 - 00:00,,20.87,18.36,143.82,29.15,0.52
412,16-Feb-2018 - 00:00,17-Feb-2018 - 00:00,,20.4,20.17,166.84,39.83,0.62
413,17-Feb-2018 - 00:00,18-Feb-2018 - 00:00,,20.46,18.7,184.75,34.88,0.62
414,18-Feb-2018 - 00:00,19-Feb-2018 - 00:00,,24.61,28.43,160.08,29.09,0.41
415,19-Feb-2018 - 00:00,20-Feb-2018 - 00:00,,18.61,20.54,110.78,18.33,0.37
416,20-Feb-2018 - 00:00,21-Feb-2018 - 00:00,,19.51,19.26,94.3,1.36,0.36
417,21-Feb-2018 - 00:00,22-Feb-2018 - 00:00,,20.67,25.93,121.81,18.32,0.33
418,22-Feb-2018 - 00:00,23-Feb-2018 - 00:00,,19.81,17.24,156.41,25.25,0.42
419,23-Feb-2018 - 00:00,24-Feb-2018 - 00:00,,21.53,15.54,100.66,16.63,0.32
420,24-Feb-2018 - 00:00,25-Feb-2018 - 00:00,,24.8,27.19,134.27,18.77,0.32
421,25-Feb-2018 - 00:00,26-Feb-2018 - 00:00,,23.52,19.41,116.32,18.22,0.32
422,26-Feb-2018 - 00:00,27-Feb-2018 - 00:00,,24.51,20.45,119.88,23.06,0.37
423,27-Feb-2018 - 00:00,28-Feb-2018 - 00:00,,18.97,26.53,152.14,26.79,0.46
424,28-Feb-2018 - 00:00,01-Mar-2018 - 00:00,,23.67,22.96,119.0,17.14,0.35
425,01-Mar-2018 - 00:00,02-Mar-2018 - 00:00,,24.36,20.5,127.46,17.56,0.43
426,02-Mar-2018 - 00:00,03-Mar-2018 - 00:00,,19.31,24.26,101.67,16.74,0.34
427,03-Mar-2018 - 00:00,04-Mar-2018 - 00:00,,23.55,29.01,91.03,18.52,0.32
428,04-Mar-2018 - 00:00,05-Mar-2018 - 00:00,,23.56,15.26,110.69,17.59,0.44
429,05-Mar-2018 - 00:00,06-Mar-2018 - 00:00,,23.61,17.19,98.0,16.14,0.37
430,06-Mar-2018 - 00:00,07-Mar-2018 - 00:00,,29.89,25.66,124.33,18.2,0.49
431,07-Mar-2018 - 00:00,08-Mar-2018 - 00:00,,25.1,22.43,127.85,21.07,0.53
432,08-Mar-2018 - 00:00,09-Mar-2018 - 00:00,,25.31,25.23,168.97,33.91,0.47
433,09-Mar-2018 - 00:00,10-Mar-2018 - 00:00,,30.87,27.61,169.22,34.35,0.53
434,10-Mar-2018 - 00:00,11-Mar-2018 - 00:00,,27.63,21.12,136.75,30.74,0.53
435,11-Mar-2018 - 00:00,12-Mar-2018 - 00:00,,26.86,21.05,125.47,31.62,0.44
436,12-Mar-2018 - 00:00,13-Mar-2018 - 00:00,,23.6,14.04,83.12,11.74,0.44
437,13-Mar-2018 - 00:00,14-Mar-2018 - 00:00,,26.07,34.7,100.22,24.01,0.52
438,14-Mar-2018 - 00:00,15-Mar-2018 - 00:00,,22.94,17.17,122.49,24.06,0.52
439,15-Mar-2018 - 00:00,16-Mar-2018 - 00:00,,21.77,22.36,68.44,15.78,0.41
440,16-Mar-2018 - 00:00,17-Mar-2018 - 00:00,,20.84,34.86,94.69,33.66,0.58
441,17-Mar-2018 - 00:00,18-Mar-2018 - 00:00,,30.77,25.52,92.47,24.03,0.38
442,18-Mar-2018 - 00:00,19-Mar-2018 - 00:00,,32.12,19.43,113.83,19.8,0.44
443,19-Mar-2018 - 00:00,20-Mar-2018 - 00:00,,27.66,12.77,118.25,23.32,0.54
444,20-Mar-2018 - 00:00,21-Mar-2018 - 00:00,,23.25,14.51,107.26,17.94,0.58
445,21-Mar-2018 - 00:00,22-Mar-2018 - 00:00,,19.47,16.79,95.99,17.57,0.48
446,22-Mar-2018 - 00:00,23-Mar-2018 - 00:00,,22.27,20.11,92.61,14.19,0.41
447,23-Mar-2018 - 00:00,24-Mar-2018 - 00:00,,17.48,23.5,74.85,12.42,0.45
448,24-Mar-2018 - 00:00,25-Mar-2018 - 00:00,,21.13,14.34,80.17,9.58,0.43
449,25-Mar-2018 - 00:00,26-Mar-2018 - 00:00,,18.2,13.17,83.97,12.66,0.43
450,26-Mar-2018 - 00:00,27-Mar-2018 - 00:00,,18.12,11.91,87.39,14.71,0.4
451,27-Mar-2018 - 00:00,28-Mar-2018 - 00:00,,24.74,19.52,111.23,18.89,0.43
452,28-Mar-2018 - 00:00,29-Mar-2018 - 00:00,,20.28,10.32,70.09,9.55,0.38
453,29-Mar-2018 - 00:00,30-Mar-2018 - 00:00,,18.72,11.34,60.94,7.97,0.4
454,30-Mar-2018 - 00:00,31-Mar-2018 - 00:00,,17.9,15.02,50.42,8.55,0.34
455,31-Mar-2018 - 00:00,01-Apr-2018 - 00:00,,18.72,14.51,52.81,14.27,0.35
456,01-Apr-2018 - 00:00,02-Apr-2018 - 00:00,,22.83,14.97,75.9,21.96,0.28
457,02-Apr-2018 - 00:00,03-Apr-2018 - 00:00,,25.18,17.99,56.52,26.88,0.34
458,03-Apr-2018 - 00:00,04-Apr-2018 - 00:00,,24.2,13.72,59.35,21.91,0.32
459,04-Apr-2018 - 00:00,05-Apr-2018 - 00:00,,19.31,12.28,38.0,16.65,0.25
460,05-Apr-2018 - 00:00,06-Apr-2018 - 00:00,,24.36,11.96,47.64,13.15,0.32
461,06-Apr-2018 - 00:00,07-Apr-2018 - 00:00,,19.18,11.83,69.02,16.65,0.39
462,07-Apr-2018 - 00:00,08-Apr-2018 - 00:00,,17.01,12.28,62.13,11.4,0.29
463,08-Apr-2018 - 00:00,09-Apr-2018 - 00:00,,30.12,21.34,45.96,17.37,0.31
464,09-Apr-2018 - 00:00,10-Apr-2018 - 00:00,,23.33,19.71,51.39,13.32,0.31
465,10-Apr-2018 - 00:00,11-Apr-2018 - 00:00,,18.5,15.92,52.9,15.88,0.32
466,11-Apr-2018 - 00:00,12-Apr-2018 - 00:00,,14.15,25.54,63.31,14.56,0.28
467,12-Apr-2018 - 00:00,13-Apr-2018 - 00:00,,20.09,12.95,40.93,19.52,0.0
468,13-Apr-2018 - 00:00,14-Apr-2018 - 00:00,,17.35,17.12,31.64,20.27,0.21
469,14-Apr-2018 - 00:00,15-Apr-2018 - 00:00,,17.59,28.32,42.69,18.71,0.33
470,15-Apr-2018 - 00:00,16-Apr-2018 - 00:00,,25.79,14.99,54.98,17.93,0.28
471,16-Apr-2018 - 00:00,17-Apr-2018 - 00:00,,20.77,15.91,44.75,12.75,0.4
472,17-Apr-2018 - 00:00,18-Apr-2018 - 00:00,,20.63,11.03,49.67,10.67,0.39
473,18-Apr-2018 - 00:00,19-Apr-2018 - 00:00,,18.63,13.92,45.8,12.23,0.32
474,19-Apr-2018 - 00:00,20-Apr-2018 - 00:00,,15.72,22.49,48.68,16.45,0.33
475,20-Apr-2018 - 00:00,21-Apr-2018 - 00:00,,14.56,11.02,44.21,9.39,0.33
476,21-Apr-2018 - 00:00,22-Apr-2018 - 00:00,,14.14,11.41,41.49,10.12,0.31
477,22-Apr-2018 - 00:00,23-Apr-2018 - 00:00,,15.12,12.64,42.86,10.5,0.35
478,23-Apr-2018 - 00:00,24-Apr-2018 - 00:00,,16.68,17.83,52.0,12.07,0.31
479,24-Apr-2018 - 00:00,25-Apr-2018 - 00:00,,27.58,29.52,71.81,20.83,0.36
480,25-Apr-2018 - 00:00,26-Apr-2018 - 00:00,,25.42,14.92,58.66,12.36,0.38
481,26-Apr-2018 - 00:00,27-Apr-2018 - 00:00,,18.19,10.34,55.05,12.71,0.3
482,27-Apr-2018 - 00:00,28-Apr-2018 - 00:00,,28.14,22.84,46.21,19.04,0.26
483,28-Apr-2018 - 00:00,29-Apr-2018 - 00:00,,28.3,28.91,77.12,21.53,0.29
484,29-Apr-2018 - 00:00,30-Apr-2018 - 00:00,,21.08,14.25,200.39,9.6,0.31
485,30-Apr-2018 - 00:00,01-May-2018 - 00:00,,21.04,15.86,38.11,9.83,0.33
486,01-May-2018 - 00:00,02-May-2018 - 00:00,,26.06,16.14,40.44,9.53,0.32
487,02-May-2018 - 00:00,03-May-2018 - 00:00,,23.03,16.15,32.59,11.1,0.31
488,03-May-2018 - 00:00,04-May-2018 - 00:00,,26.17,18.81,39.52,14.62,0.24
489,04-May-2018 - 00:00,05-May-2018 - 00:00,,23.6,22.43,40.23,11.09,0.25
490,05-May-2018 - 00:00,06-May-2018 - 00:00,,17.78,22.3,53.53,9.71,0.33
491,06-May-2018 - 00:00,07-May-2018 - 00:00,,13.19,15.83,48.94,9.38,0.29
492,07-May-2018 - 00:00,08-May-2018 - 00:00,,13.38,15.76,43.59,12.84,0.38
493,08-May-2018 - 00:00,09-May-2018 - 00:00,,13.83,14.87,48.11,11.26,0.4
494,09-May-2018 - 00:00,10-May-2018 - 00:00,,13.94,14.75,47.79,1.92,0.37
495,10-May-2018 - 00:00,11-May-2018 - 00:00,,16.21,14.21,43.7,,0.45
496,11-May-2018 - 00:00,12-May-2018 - 00:00,,17.25,14.17,34.93,,0.33
497,12-May-2018 - 00:00,13-May-2018 - 00:00,,,,,,0.0
498,13-May-2018 - 00:00,14-May-2018 - 00:00,,,,,,
499,14-May-2018 - 00:00,15-May-2018 - 00:00,,,,,,
,,,,,,,,
501,16-May-2018 - 00:00,17-May-2018 - 00:00,,19.22,19.9,49.74,,0.31
502,17-May-2018 - 00:00,18-May-2018 - 00:00,,19.53,17.74,61.42,,0.4
503,18-May-2018 - 00:00,19-May-2018 - 00:00,,13.49,16.85,45.14,,0.41
504,19-May-2018 - 00:00,20-May-2018 - 00:00,,23.82,16.38,56.46,,0.4
505,20-May-2018 - 00:00,21-May-2018 - 00:00,,12.26,14.0,57.32,,0.45
506,21-May-2018 - 00:00,22-May-2018 - 00:00,,15.03,22.68,53.07,0.11,0.51
507,22-May-2018 - 00:00,23-May-2018 - 00:00,,10.79,14.94,47.87,1.3,0.38
508,23-May-2018 - 00:00,24-May-2018 - 00:00,,22.71,14.43,25.71,2.18,0.33
509,24-May-2018 - 00:00,25-May-2018 - 00:00,,8.26,14.86,21.02,,0.37
510,25-May-2018 - 00:00,26-May-2018 - 00:00,,6.14,16.74,31.79,,0.31
511,26-May-2018 - 00:00,27-May-2018 - 00:00,,6.62,14.93,23.2,,0.38
512,27-May-2018 - 00:00,28-May-2018 - 00:00,,6.19,15.06,23.9,,0.37
513,28-May-2018 - 00:00,29-May-2018 - 00:00,,8.62,18.51,19.56,18.41,0.34
514,29-May-2018 - 00:00,30-May-2018 - 00:00,,13.08,14.96,27.11,12.92,0.4
515,30-May-2018 - 00:00,31-May-2018 - 00:00,,14.53,12.55,37.76,12.32,0.45
516,31-May-2018 - 00:00,01-Jun-2018 - 00:00,,21.73,13.34,56.37,12.4,0.51
517,01-Jun-2018 - 00:00,02-Jun-2018 - 00:00,,23.08,12.51,33.8,13.26,0.49
518,02-Jun-2018 - 00:00,03-Jun-2018 - 00:00,,19.17,16.0,30.42,13.28,0.41
519,03-Jun-2018 - 00:00,04-Jun-2018 - 00:00,,19.54,13.38,43.26,12.54,0.41
520,04-Jun-2018 - 00:00,05-Jun-2018 - 00:00,,19.59,11.72,51.39,13.4,0.45
521,05-Jun-2018 - 00:00,06-Jun-2018 - 00:00,,20.35,14.61,61.44,12.43,0.37
522,06-Jun-2018 - 00:00,07-Jun-2018 - 00:00,,16.06,13.56,40.18,14.78,0.41
523,07-Jun-2018 - 00:00,08-Jun-2018 - 00:00,,14.95,22.83,41.46,15.88,0.44
524,08-Jun-2018 - 00:00,09-Jun-2018 - 00:00,,16.16,27.34,31.13,17.33,0.45
525,09-Jun-2018 - 00:00,10-Jun-2018 - 00:00,,18.62,15.84,60.1,23.73,0.59
526,10-Jun-2018 - 00:00,11-Jun-2018 - 00:00,,22.51,16.86,53.68,20.19,0.52
527,11-Jun-2018 - 00:00,12-Jun-2018 - 00:00,,27.8,34.49,61.46,23.66,0.35
528,12-Jun-2018 - 00:00,13-Jun-2018 - 00:00,,26.17,24.36,53.86,24.18,0.47
529,13-Jun-2018 - 00:00,14-Jun-2018 - 00:00,,26.93,32.92,68.21,21.71,0.51
530,14-Jun-2018 - 00:00,15-Jun-2018 - 00:00,,24.97,43.29,112.43,21.01,0.46
531,15-Jun-2018 - 00:00,16-Jun-2018 - 00:00,,27.95,19.59,115.22,16.54,0.5
532,16-Jun-2018 - 00:00,17-Jun-2018 - 00:00,,26.3,13.43,112.93,12.72,0.57
533,17-Jun-2018 - 00:00,18-Jun-2018 - 00:00,,28.7,16.26,111.99,15.63,0.51
534,18-Jun-2018 - 00:00,19-Jun-2018 - 00:00,,31.16,16.99,121.11,19.95,0.53
535,19-Jun-2018 - 00:00,20-Jun-2018 - 00:00,,30.23,20.72,107.59,17.32,0.45
536,20-Jun-2018 - 00:00,21-Jun-2018 - 00:00,,22.87,21.2,61.39,18.25,0.45
537,21-Jun-2018 - 00:00,22-Jun-2018 - 00:00,,18.24,15.63,69.49,19.27,0.45
538,22-Jun-2018 - 00:00,23-Jun-2018 - 00:00,,23.84,16.16,56.2,13.4,0.3
539,23-Jun-2018 - 00:00,24-Jun-2018 - 00:00,,21.52,19.42,40.71,17.59,0.43
540,24-Jun-2018 - 00:00,25-Jun-2018 - 00:00,,19.42,34.31,53.87,27.52,0.44
541,25-Jun-2018 - 00:00,26-Jun-2018 - 00:00,,21.76,32.96,53.28,25.42,0.44
542,26-Jun-2018 - 00:00,27-Jun-2018 - 00:00,,23.51,17.02,37.69,12.02,0.33
543,27-Jun-2018 - 00:00,28-Jun-2018 - 00:00,,24.0,11.34,11.1,14.9,0.03
544,28-Jun-2018 - 00:00,29-Jun-2018 - 00:00,,,13.53,19.36,13.65,0.0
545,29-Jun-2018 - 00:00,30-Jun-2018 - 00:00,,,21.35,36.7,13.4,0.0
546,30-Jun-2018 - 00:00,01-Jul-2018 - 00:00,,,36.84,57.01,17.63,0.0
547,01-Jul-2018 - 00:00,02-Jul-2018 - 00:00,,,17.25,49.4,11.77,0.0
548,02-Jul-2018 - 00:00,03-Jul-2018 - 00:00,,28.23,24.76,51.97,14.16,0.18
549,03-Jul-2018 - 00:00,04-Jul-2018 - 00:00,,18.63,55.98,58.34,31.64,0.49
550,04-Jul-2018 - 00:00,05-Jul-2018 - 00:00,,17.95,44.92,59.01,27.19,0.53
551,05-Jul-2018 - 00:00,06-Jul-2018 - 00:00,,13.52,33.34,43.94,35.14,0.57
552,06-Jul-2018 - 00:00,07-Jul-2018 - 00:00,,22.36,22.25,48.75,23.55,0.52
553,07-Jul-2018 - 00:00,08-Jul-2018 - 00:00,,16.2,18.55,33.51,15.51,0.63
554,08-Jul-2018 - 00:00,09-Jul-2018 - 00:00,,18.97,17.14,24.31,12.85,0.5
555,09-Jul-2018 - 00:00,10-Jul-2018 - 00:00,,18.41,12.41,27.97,12.36,0.58
556,10-Jul-2018 - 00:00,11-Jul-2018 - 00:00,,20.03,14.88,36.5,13.53,0.99
557,11-Jul-2018 - 00:00,12-Jul-2018 - 00:00,,18.73,23.13,23.51,17.59,1.14
558,12-Jul-2018 - 00:00,13-Jul-2018 - 00:00,,18.07,14.75,1.22,14.5,0.0
559,13-Jul-2018 - 00:00,14-Jul-2018 - 00:00,,14.67,16.88,10.38,15.53,
560,14-Jul-2018 - 00:00,15-Jul-2018 - 00:00,,13.25,19.25,28.16,13.84,
561,15-Jul-2018 - 00:00,16-Jul-2018 - 00:00,,15.12,13.99,22.51,11.74,
562,16-Jul-2018 - 00:00,17-Jul-2018 - 00:00,,15.7,17.2,10.04,12.57,0.62
563,17-Jul-2018 - 00:00,18-Jul-2018 - 00:00,,16.78,19.68,31.52,14.65,0.49
564,18-Jul-2018 - 00:00,19-Jul-2018 - 00:00,,16.38,18.08,26.53,15.03,0.38
565,19-Jul-2018 - 00:00,20-Jul-2018 - 00:00,,15.02,14.36,22.69,14.54,0.48
566,20-Jul-2018 - 00:00,21-Jul-2018 - 00:00,,7.96,19.03,29.38,20.4,0.64
567,21-Jul-2018 - 00:00,22-Jul-2018 - 00:00,,15.15,8.46,237.21,12.39,0.43
568,22-Jul-2018 - 00:00,23-Jul-2018 - 00:00,,16.74,16.67,,15.23,0.31
569,23-Jul-2018 - 00:00,24-Jul-2018 - 00:00,,17.99,21.91,,19.07,0.36
570,24-Jul-2018 - 00:00,25-Jul-2018 - 00:00,,19.31,13.49,,17.15,0.49
571,25-Jul-2018 - 00:00,26-Jul-2018 - 00:00,,17.87,13.22,67.49,17.27,0.41
572,26-Jul-2018 - 00:00,27-Jul-2018 - 00:00,,8.69,31.35,50.19,27.85,0.48
573,27-Jul-2018 - 00:00,28-Jul-2018 - 00:00,,13.1,26.77,39.52,24.32,0.47
574,28-Jul-2018 - 00:00,29-Jul-2018 - 00:00,,16.9,44.67,89.47,26.55,0.59
575,29-Jul-2018 - 00:00,30-Jul-2018 - 00:00,,17.66,45.44,93.87,23.81,0.47
576,30-Jul-2018 - 00:00,31-Jul-2018 - 00:00,,18.46,32.62,36.72,24.08,0.56
577,31-Jul-2018 - 00:00,01-Aug-2018 - 00:00,,17.55,25.57,53.66,18.49,0.53
578,01-Aug-2018 - 00:00,02-Aug-2018 - 00:00,,13.84,53.52,61.35,31.98,0.5
579,02-Aug-2018 - 00:00,03-Aug-2018 - 00:00,,17.31,43.26,83.62,23.03,0.4
580,03-Aug-2018 - 00:00,04-Aug-2018 - 00:00,,17.63,35.66,76.59,28.96,0.47
581,04-Aug-2018 - 00:00,05-Aug-2018 - 00:00,,20.0,52.77,107.58,22.03,0.51
582,05-Aug-2018 - 00:00,06-Aug-2018 - 00:00,,18.8,20.09,72.84,27.44,0.61
583,06-Aug-2018 - 00:00,07-Aug-2018 - 00:00,,15.91,14.0,50.08,19.21,0.53
584,07-Aug-2018 - 00:00,08-Aug-2018 - 00:00,,16.95,11.53,32.6,11.3,0.53
585,08-Aug-2018 - 00:00,09-Aug-2018 - 00:00,,17.44,12.7,34.49,9.82,0.29
586,09-Aug-2018 - 00:00,10-Aug-2018 - 00:00,,18.35,13.79,27.09,12.56,0.35
587,10-Aug-2018 - 00:00,11-Aug-2018 - 00:00,,20.32,11.6,49.36,11.85,0.51
588,11-Aug-2018 - 00:00,12-Aug-2018 - 00:00,,15.8,9.69,39.51,12.72,0.54
589,12-Aug-2018 - 00:00,13-Aug-2018 - 00:00,,13.64,10.72,27.73,11.99,0.56
590,13-Aug-2018 - 00:00,14-Aug-2018 - 00:00,,11.82,14.29,29.31,13.01,0.53
591,14-Aug-2018 - 00:00,15-Aug-2018 - 00:00,,11.31,16.28,28.27,13.56,0.63
592,15-Aug-2018 - 00:00,16-Aug-2018 - 00:00,,13.93,13.39,30.67,11.3,0.62
593,16-Aug-2018 - 00:00,17-Aug-2018 - 00:00,,16.1,13.53,19.38,12.22,0.57
594,17-Aug-2018 - 00:00,18-Aug-2018 - 00:00,,15.69,13.4,37.22,13.82,0.41
595,18-Aug-2018 - 00:00,19-Aug-2018 - 00:00,,13.34,16.2,39.05,13.55,0.0
596,19-Aug-2018 - 00:00,20-Aug-2018 - 00:00,,13.52,12.32,36.3,15.41,0.0
597,20-Aug-2018 - 00:00,21-Aug-2018 - 00:00,,13.51,12.06,30.61,11.89,
598,21-Aug-2018 - 00:00,22-Aug-2018 - 00:00,,14.97,14.64,18.98,13.78,0.58
599,22-Aug-2018 - 00:00,23-Aug-2018 - 00:00,,18.06,17.42,28.37,23.31,0.55
,,,,,,,,
601,24-Aug-2018 - 00:00,25-Aug-2018 - 00:00,,18.73,13.99,44.63,17.17,0.57
602,25-Aug-2018 - 00:00,26-Aug-2018 - 00:00,,17.89,10.93,45.35,14.47,0.61
603,26-Aug-2018 - 00:00,27-Aug-2018 - 00:00,,,,,,
604,27-Aug-2018 - 00:00,28-Aug-2018 - 00:00,,,,,,
605,28-Aug-2018 - 00:00,29-Aug-2018 - 00:00,,16.43,11.37,17.7,11.17,0.6
606,29-Aug-2018 - 00:00,30-Aug-2018 - 00:00,,17.06,12.54,27.22,14.83,0.41
607,30-Aug-2018 - 00:00,31-Aug-2018 - 00:00,,18.43,15.88,57.76,19.78,0.46
608,31-Aug-2018 - 00:00,01-Sep-2018 - 00:00,,15.6,17.36,59.26,18.7,0.45
609,01-Sep-2018 - 00:00,02-Sep-2018 - 00:00,,17.81,12.3,22.06,14.45,0.37
610,02-Sep-2018 - 00:00,03-Sep-2018 - 00:00,,22.06,15.17,31.7,13.82,0.42
611,03-Sep-2018 - 00:00,04-Sep-2018 - 00:00,,21.64,20.75,58.14,18.13,0.34
612,04-Sep-2018 - 00:00,05-Sep-2018 - 00:00,,16.07,15.24,66.57,21.57,0.49
613,05-Sep-2018 - 00:00,06-Sep-2018 - 00:00,,12.84,11.05,49.91,16.43,0.4
614,06-Sep-2018 - 00:00,07-Sep-2018 - 00:00,,15.96,13.73,24.74,12.44,0.52
615,07-Sep-2018 - 00:00,08-Sep-2018 - 00:00,,17.85,11.02,38.85,11.59,0.42
616,08-Sep-2018 - 00:00,09-Sep-2018 - 00:00,,17.61,13.64,46.0,11.65,0.48
617,09-Sep-2018 - 00:00,10-Sep-2018 - 00:00,,18.15,15.61,41.0,12.02,0.54
618,10-Sep-2018 - 00:00,11-Sep-2018 - 00:00,,17.47,15.36,45.75,11.52,0.44
619,11-Sep-2018 - 00:00,12-Sep-2018 - 00:00,,17.42,23.19,76.13,23.68,0.29
620,12-Sep-2018 - 00:00,13-Sep-2018 - 00:00,,26.61,15.61,91.71,18.21,0.35
621,13-Sep-2018 - 00:00,14-Sep-2018 - 00:00,,24.92,20.66,99.4,21.49,0.61
622,14-Sep-2018 - 00:00,15-Sep-2018 - 00:00,,21.32,16.34,82.64,13.3,0.67
623,15-Sep-2018 - 00:00,16-Sep-2018 - 00:00,,17.08,18.46,102.55,18.63,0.69
624,16-Sep-2018 - 00:00,17-Sep-2018 - 00:00,,18.79,11.6,79.54,21.87,0.74
625,17-Sep-2018 - 00:00,18-Sep-2018 - 00:00,,22.89,11.23,97.95,18.2,0.84
626,18-Sep-2018 - 00:00,19-Sep-2018 - 00:00,,20.81,11.0,103.99,17.24,0.82
627,19-Sep-2018 - 00:00,20-Sep-2018 - 00:00,,26.12,11.3,114.39,17.59,2.18
628,20-Sep-2018 - 00:00,21-Sep-2018 - 00:00,,15.39,11.7,25.58,13.83,0.7
629,21-Sep-2018 - 00:00,22-Sep-2018 - 00:00,,19.9,11.34,18.53,13.89,0.65
630,22-Sep-2018 - 00:00,23-Sep-2018 - 00:00,,12.51,14.67,34.16,17.5,0.69
631,23-Sep-2018 - 00:00,24-Sep-2018 - 00:00,,10.47,21.36,32.86,18.71,0.42
632,24-Sep-2018 - 00:00,25-Sep-2018 - 00:00,,11.55,25.31,35.72,17.42,0.49
633,25-Sep-2018 - 00:00,26-Sep-2018 - 00:00,,13.71,24.07,50.1,24.49,0.53
634,26-Sep-2018 - 00:00,27-Sep-2018 - 00:00,,20.58,21.63,67.05,15.14,0.51
635,27-Sep-2018 - 00:00,28-Sep-2018 - 00:00,,19.53,15.29,82.99,18.77,0.57
636,28-Sep-2018 - 00:00,29-Sep-2018 - 00:00,,16.99,22.27,68.67,25.13,0.46
637,29-Sep-2018 - 00:00,30-Sep-2018 - 00:00,,16.03,13.7,79.93,25.83,0.26
638,30-Sep-2018 - 00:00,01-Oct-2018 - 00:00,,22.95,15.65,112.42,25.32,0.0
639,01-Oct-2018 - 00:00,02-Oct-2018 - 00:00,,23.01,9.45,130.06,28.43,0.4
640,02-Oct-2018 - 00:00,03-Oct-2018 - 00:00,,25.22,14.93,127.1,29.84,0.0
641,03-Oct-2018 - 00:00,04-Oct-2018 - 00:00,,25.27,15.88,128.75,27.41,0.0
642,04-Oct-2018 - 00:00,05-Oct-2018 - 00:00,,23.64,16.69,137.34,31.75,0.0
643,05-Oct-2018 - 00:00,06-Oct-2018 - 00:00,,22.12,12.28,115.71,25.41,0.0
644,06-Oct-2018 - 00:00,07-Oct-2018 - 00:00,,24.26,12.46,144.58,21.21,0.0
645,07-Oct-2018 - 00:00,08-Oct-2018 - 00:00,,21.43,14.25,142.78,26.48,
646,08-Oct-2018 - 00:00,09-Oct-2018 - 00:00,,25.35,11.6,120.52,25.52,0.0
647,09-Oct-2018 - 00:00,10-Oct-2018 - 00:00,,21.69,23.61,82.79,17.9,0.0
648,10-Oct-2018 - 00:00,11-Oct-2018 - 00:00,,12.15,10.05,37.89,16.12,
649,11-Oct-2018 - 00:00,12-Oct-2018 - 00:00,,14.0,10.82,29.56,15.84,
650,12-Oct-2018 - 00:00,13-Oct-2018 - 00:00,,15.2,9.61,40.07,18.74,0.0
651,13-Oct-2018 - 00:00,14-Oct-2018 - 00:00,,16.63,6.76,28.73,18.58,
652,14-Oct-2018 - 00:00,15-Oct-2018 - 00:00,,20.81,11.47,57.95,21.44,0.0
653,15-Oct-2018 - 00:00,16-Oct-2018 - 00:00,,17.22,19.63,89.49,31.85,
654,16-Oct-2018 - 00:00,17-Oct-2018 - 00:00,,19.39,14.09,107.06,30.53,0.0
655,17-Oct-2018 - 00:00,18-Oct-2018 - 00:00,,21.21,10.83,126.66,28.42,
656,18-Oct-2018 - 00:00,19-Oct-2018 - 00:00,,29.49,14.27,136.13,21.3,
657,19-Oct-2018 - 00:00,20-Oct-2018 - 00:00,,25.22,13.42,146.66,26.68,
658,20-Oct-2018 - 00:00,21-Oct-2018 - 00:00,,22.03,16.93,164.04,32.58,0.0
659,21-Oct-2018 - 00:00,22-Oct-2018 - 00:00,,21.73,11.86,132.69,23.27,0.0
660,22-Oct-2018 - 00:00,23-Oct-2018 - 00:00,,23.66,14.8,148.65,28.54,
661,23-Oct-2018 - 00:00,24-Oct-2018 - 00:00,,26.27,14.33,157.58,34.78,0.0
662,24-Oct-2018 - 00:00,25-Oct-2018 - 00:00,,23.91,12.47,135.81,25.91,0.0
663,25-Oct-2018 - 00:00,26-Oct-2018 - 00:00,,22.04,12.35,141.12,29.21,0.0
664,26-Oct-2018 - 00:00,27-Oct-2018 - 00:00,,24.51,16.28,137.49,27.87,2.87
665,27-Oct-2018 - 00:00,28-Oct-2018 - 00:00,,21.63,13.8,149.9,33.65,
666,28-Oct-2018 - 00:00,29-Oct-2018 - 00:00,,21.25,12.21,116.11,22.64,
667,29-Oct-2018 - 00:00,30-Oct-2018 - 00:00,,13.99,12.87,49.37,18.51,
