S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
1388,19-Oct-2020 - 00:00,20-Oct-2020 - 00:00,52.75,22.57,3.19,103.61,20.31,0.67
1389,20-Oct-2020 - 00:00,21-Oct-2020 - 00:00,66.07,24.55,3.06,121.72,23.33,0.72
1390,21-Oct-2020 - 00:00,22-Oct-2020 - 00:00,53.38,26.94,3.21,101.32,24.21,0.6
1391,22-Oct-2020 - 00:00,23-Oct-2020 - 00:00,46.81,32.63,3.4,104.37,27.61,0.92
1392,23-Oct-2020 - 00:00,24-Oct-2020 - 00:00,28.45,26.91,3.07,61.71,19.62,0.56
1393,24-Oct-2020 - 00:00,25-Oct-2020 - 00:00,16.0,21.0,2.88,37.08,17.73,0.57
1394,25-Oct-2020 - 00:00,26-Oct-2020 - 00:00,11.93,17.52,3.13,33.99,17.88,0.54
1395,26-Oct-2020 - 00:00,27-Oct-2020 - 00:00,20.58,20.99,3.32,46.27,19.4,0.67
1396,27-Oct-2020 - 00:00,28-Oct-2020 - 00:00,38.12,25.06,3.28,74.17,22.5,0.55
1397,28-Oct-2020 - 00:00,29-Oct-2020 - 00:00,41.27,26.35,3.08,75.79,23.52,0.53
1398,29-Oct-2020 - 00:00,30-Oct-2020 - 00:00,48.98,26.15,3.63,103.97,29.51,0.59
1399,30-Oct-2020 - 00:00,31-Oct-2020 - 00:00,41.8,28.3,3.68,79.87,27.49,0.51
,,,,,,,,
1401,01-Nov-2020 - 00:00,02-Nov-2020 - 00:00,40.61,24.6,3.44,91.66,24.73,0.59
1402,02-Nov-2020 - 00:00,03-Nov-2020 - 00:00,42.89,21.21,3.13,81.08,22.74,0.44
1403,03-Nov-2020 - 00:00,04-Nov-2020 - 00:00,86.73,28.76,3.39,130.38,22.57,0.69
1404,04-Nov-2020 - 00:00,05-Nov-2020 - 00:00,150.23,39.92,3.17,222.43,25.42,0.85
1405,05-Nov-2020 - 00:00,06-Nov-2020 - 00:00,170.57,32.2,4.12,265.84,39.45,0.99
1406,06-Nov-2020 - 00:00,07-Nov-2020 - 00:00,126.66,43.37,3.64,202.63,35.4,0.83
1407,07-Nov-2020 - 00:00,08-Nov-2020 - 00:00,97.72,27.59,4.25,162.34,39.19,0.88
1408,08-Nov-2020 - 00:00,09-Nov-2020 - 00:00,68.44,25.24,4.53,134.98,34.72,0.65
1409,09-Nov-2020 - 00:00,10-Nov-2020 - 00:00,70.5,22.74,4.34,149.71,34.91,0.54
1410,10-Nov-2020 - 00:00,11-Nov-2020 - 00:00,57.81,24.59,4.03,125.87,35.27,0.57
1411,11-Nov-2020 - 00:00,12-Nov-2020 - 00:00,58.9,24.32,3.91,117.08,34.64,0.65
1412,12-Nov-2020 - 00:00,13-Nov-2020 - 00:00,63.75,26.67,5.5,152.79,37.4,0.8
1413,13-Nov-2020 - 00:00,14-Nov-2020 - 00:00,72.07,29.41,5.02,147.7,35.62,0.77
1414,14-Nov-2020 - 00:00,15-Nov-2020 - 00:00,76.23,32.38,4.17,118.21,29.84,0.86
1415,15-Nov-2020 - 00:00,16-Nov-2020 - 00:00,79.5,28.43,4.48,126.42,29.07,0.82
1416,16-Nov-2020 - 00:00,17-Nov-2020 - 00:00,59.08,26.74,4.04,104.47,34.81,0.9
1417,17-Nov-2020 - 00:00,18-Nov-2020 - 00:00,79.09,26.97,5.04,129.74,33.81,0.86
1418,18-Nov-2020 - 00:00,19-Nov-2020 - 00:00,86.3,32.81,3.96,163.21,37.06,0.91
1419,19-Nov-2020 - 00:00,20-Nov-2020 - 00:00,94.03,32.18,3.98,151.41,39.38,1.06
1420,20-Nov-2020 - 00:00,21-Nov-2020 - 00:00,83.62,40.93,4.05,145.84,31.77,0.89
1421,21-Nov-2020 - 00:00,22-Nov-2020 - 00:00,76.95,41.27,3.87,122.43,23.12,0.88
1422,22-Nov-2020 - 00:00,23-Nov-2020 - 00:00,94.43,39.43,4.55,144.91,28.78,0.85
1423,23-Nov-2020 - 00:00,24-Nov-2020 - 00:00,107.51,37.49,4.36,190.11,42.8,1.01
1424,24-Nov-2020 - 00:00,25-Nov-2020 - 00:00,88.46,36.51,5.14,184.36,61.92,1.07
1425,25-Nov-2020 - 00:00,26-Nov-2020 - 00:00,76.19,22.23,4.31,160.5,50.36,0.84
1426,26-Nov-2020 - 00:00,27-Nov-2020 - 00:00,77.66,9.8,3.37,121.2,53.67,0.65
1427,27-Nov-2020 - 00:00,28-Nov-2020 - 00:00,100.41,19.06,5.56,187.29,61.19,1.29
1428,28-Nov-2020 - 00:00,29-Nov-2020 - 00:00,,,,,,
1429,29-Nov-2020 - 00:00,30-Nov-2020 - 00:00,,,,,,
1430,30-Nov-2020 - 00:00,01-Dec-2020 - 00:00,,,,,,
1431,01-Dec-2020 - 00:00,02-Dec-2020 - 00:00,,,,,,
1432,02-Dec-2020 - 00:00,03-Dec-2020 - 00:00,,,,,,
1433,03-Dec-2020 - 00:00,04-Dec-2020 - 00:00,,,,,,
1434,04-Dec-2020 - 00:00,05-Dec-2020 - 00:00,,,,,,
1435,05-Dec-2020 - 00:00,06-Dec-2020 - 00:00,,,,,,
1436,06-Dec-2020 - 00:00,07-Dec-2020 - 00:00,,,,,,
1437,07-Dec-2020 - 00:00,08-Dec-2020 - 00:00,75.22,28.78,5.68,144.53,49.42,1.13
1438,08-Dec-2020 - 00:00,09-Dec-2020 - 00:00,69.58,25.83,4.43,120.46,38.0,0.84
1439,09-Dec-2020 - 00:00,10-Dec-2020 - 00:00,79.98,23.8,5.09,135.97,39.86,0.9
1440,10-Dec-2020 - 00:00,11-Dec-2020 - 00:00,89.16,28.95,3.91,124.71,24.69,0.89
1441,11-Dec-2020 - 00:00,12-Dec-2020 - 00:00,100.01,25.79,4.09,167.25,36.16,1.08
1442,12-Dec-2020 - 00:00,13-Dec-2020 - 00:00,111.51,25.67,4.88,159.03,45.23,0.94
1443,13-Dec-2020 - 00:00,14-Dec-2020 - 00:00,140.79,26.3,4.54,197.96,33.19,1.0
1444,14-Dec-2020 - 00:00,15-Dec-2020 - 00:00,141.01,29.92,3.54,185.67,30.16,1.18
1445,15-Dec-2020 - 00:00,16-Dec-2020 - 00:00,110.56,27.97,3.96,153.56,33.52,1.09
1446,16-Dec-2020 - 00:00,17-Dec-2020 - 00:00,112.22,26.81,4.33,166.24,41.3,1.13
1447,17-Dec-2020 - 00:00,18-Dec-2020 - 00:00,161.97,19.61,4.67,220.93,43.97,1.18
1448,18-Dec-2020 - 00:00,19-Dec-2020 - 00:00,165.28,30.27,5.15,256.28,48.3,1.09
1449,19-Dec-2020 - 00:00,20-Dec-2020 - 00:00,156.47,31.39,26.92,236.0,49.23,1.2
1450,20-Dec-2020 - 00:00,21-Dec-2020 - 00:00,127.76,26.81,4.82,183.87,46.25,1.04
1451,21-Dec-2020 - 00:00,22-Dec-2020 - 00:00,98.71,25.8,4.6,170.4,47.43,0.87
1452,22-Dec-2020 - 00:00,23-Dec-2020 - 00:00,82.62,24.15,26.32,149.71,52.22,1.06
1453,23-Dec-2020 - 00:00,24-Dec-2020 - 00:00,98.63,27.64,4.42,171.36,48.65,1.01
1454,24-Dec-2020 - 00:00,25-Dec-2020 - 00:00,99.31,28.31,4.52,152.19,50.16,1.09
1455,25-Dec-2020 - 00:00,26-Dec-2020 - 00:00,94.11,31.49,4.12,143.59,41.01,0.83
1456,26-Dec-2020 - 00:00,27-Dec-2020 - 00:00,98.13,35.55,4.59,151.68,39.21,1.04
1457,27-Dec-2020 - 00:00,28-Dec-2020 - 00:00,135.58,29.04,15.7,206.32,43.07,1.19
1458,28-Dec-2020 - 00:00,29-Dec-2020 - 00:00,112.83,26.14,4.39,165.7,45.99,0.93
1459,29-Dec-2020 - 00:00,30-Dec-2020 - 00:00,140.13,28.22,4.46,213.98,54.63,1.39
1460,30-Dec-2020 - 00:00,31-Dec-2020 - 00:00,106.36,30.73,3.96,162.49,46.35,1.09
1461,31-Dec-2020 - 00:00,01-Jan-2021 - 00:00,114.57,25.99,4.36,194.52,48.06,1.19
1462,01-Jan-2021 - 00:00,02-Jan-2021 - 00:00,115.25,28.44,5.01,184.77,44.94,1.11
1463,02-Jan-2021 - 00:00,03-Jan-2021 - 00:00,85.72,26.85,4.75,130.07,46.55,0.99
1464,03-Jan-2021 - 00:00,04-Jan-2021 - 00:00,84.76,27.36,4.66,155.82,51.45,1.03
1465,04-Jan-2021 - 00:00,05-Jan-2021 - 00:00,85.42,24.76,5.73,168.85,54.86,0.98
1466,05-Jan-2021 - 00:00,06-Jan-2021 - 00:00,94.71,30.54,5.18,187.88,59.95,1.27
1467,06-Jan-2021 - 00:00,07-Jan-2021 - 00:00,120.86,23.09,4.61,217.95,60.87,1.2
1468,07-Jan-2021 - 00:00,08-Jan-2021 - 00:00,107.16,23.74,5.19,168.89,60.16,1.13
1469,08-Jan-2021 - 00:00,09-Jan-2021 - 00:00,138.86,24.88,5.77,219.92,59.11,1.17
1470,09-Jan-2021 - 00:00,10-Jan-2021 - 00:00,142.35,27.72,4.72,228.9,49.99,1.19
1471,10-Jan-2021 - 00:00,11-Jan-2021 - 00:00,195.97,21.61,4.54,298.27,60.18,1.59
1472,11-Jan-2021 - 00:00,12-Jan-2021 - 00:00,216.56,19.97,6.16,314.86,54.51,1.36
1473,12-Jan-2021 - 00:00,13-Jan-2021 - 00:00,147.13,10.21,6.06,193.19,33.13,1.15
1474,13-Jan-2021 - 00:00,14-Jan-2021 - 00:00,182.72,13.01,5.14,243.93,35.22,1.17
1475,14-Jan-2021 - 00:00,15-Jan-2021 - 00:00,194.88,30.17,4.64,265.91,40.02,1.28
1476,15-Jan-2021 - 00:00,16-Jan-2021 - 00:00,164.32,29.6,4.45,217.91,32.87,1.01
1477,16-Jan-2021 - 00:00,17-Jan-2021 - 00:00,127.38,15.3,3.76,159.05,22.56,1.24
1478,17-Jan-2021 - 00:00,18-Jan-2021 - 00:00,149.34,26.28,4.41,209.25,42.44,1.44
1479,18-Jan-2021 - 00:00,19-Jan-2021 - 00:00,145.29,26.88,5.55,240.28,52.91,1.47
1480,19-Jan-2021 - 00:00,20-Jan-2021 - 00:00,150.9,23.75,6.4,205.01,56.45,1.14
1481,20-Jan-2021 - 00:00,21-Jan-2021 - 00:00,134.68,32.37,5.28,182.35,40.65,0.94
1482,21-Jan-2021 - 00:00,22-Jan-2021 - 00:00,133.3,27.78,4.23,187.53,41.65,1.47
1483,22-Jan-2021 - 00:00,23-Jan-2021 - 00:00,105.08,30.13,4.66,162.17,44.18,0.98
1484,23-Jan-2021 - 00:00,24-Jan-2021 - 00:00,87.52,34.66,4.65,128.52,37.09,
1485,24-Jan-2021 - 00:00,25-Jan-2021 - 00:00,99.58,30.34,4.24,130.66,36.63,
1486,25-Jan-2021 - 00:00,26-Jan-2021 - 00:00,123.09,32.07,4.61,165.85,35.58,1.09
1487,26-Jan-2021 - 00:00,27-Jan-2021 - 00:00,95.73,34.7,3.66,125.14,20.26,0.98
1488,27-Jan-2021 - 00:00,28-Jan-2021 - 00:00,125.54,31.04,3.72,155.52,25.21,0.94
1489,28-Jan-2021 - 00:00,29-Jan-2021 - 00:00,143.93,25.42,3.82,190.94,32.61,1.25
1490,29-Jan-2021 - 00:00,30-Jan-2021 - 00:00,130.39,31.94,4.97,179.55,36.14,1.01
1491,30-Jan-2021 - 00:00,31-Jan-2021 - 00:00,136.08,29.31,3.71,176.1,24.08,1.13
1492,31-Jan-2021 - 00:00,01-Feb-2021 - 00:00,129.92,31.96,4.87,170.49,34.02,1.14
1493,01-Feb-2021 - 00:00,02-Feb-2021 - 00:00,157.81,34.75,5.1,221.8,42.6,1.1
1494,02-Feb-2021 - 00:00,03-Feb-2021 - 00:00,154.73,40.04,5.41,209.06,42.59,1.18
1495,03-Feb-2021 - 00:00,04-Feb-2021 - 00:00,124.72,37.39,4.95,179.35,49.16,1.15
1496,04-Feb-2021 - 00:00,05-Feb-2021 - 00:00,119.22,36.57,5.49,194.43,49.05,1.1
1497,05-Feb-2021 - 00:00,06-Feb-2021 - 00:00,102.07,37.87,4.8,141.08,48.53,0.86
1498,06-Feb-2021 - 00:00,07-Feb-2021 - 00:00,124.32,26.05,7.78,194.31,60.07,1.1
1499,07-Feb-2021 - 00:00,08-Feb-2021 - 00:00,127.45,34.29,5.4,198.6,47.87,1.01
,,,,,,,,
1501,09-Feb-2021 - 00:00,10-Feb-2021 - 00:00,108.39,44.61,6.55,164.33,40.07,0.98
1502,10-Feb-2021 - 00:00,11-Feb-2021 - 00:00,128.63,41.37,7.73,191.19,51.76,1.15
1503,11-Feb-2021 - 00:00,12-Feb-2021 - 00:00,165.03,37.78,9.62,234.85,68.67,1.46
1504,12-Feb-2021 - 00:00,13-Feb-2021 - 00:00,144.45,40.08,5.54,227.34,60.55,1.22
1505,13-Feb-2021 - 00:00,14-Feb-2021 - 00:00,161.45,41.04,5.71,242.17,59.49,1.11
1506,14-Feb-2021 - 00:00,15-Feb-2021 - 00:00,145.89,40.75,5.13,222.09,50.91,0.92
1507,15-Feb-2021 - 00:00,16-Feb-2021 - 00:00,150.54,38.71,5.58,231.84,52.2,1.24
1508,16-Feb-2021 - 00:00,17-Feb-2021 - 00:00,162.38,37.18,6.55,238.13,58.62,1.31
1509,17-Feb-2021 - 00:00,18-Feb-2021 - 00:00,141.07,36.28,5.42,225.61,58.45,1.09
1510,18-Feb-2021 - 00:00,19-Feb-2021 - 00:00,113.04,38.49,5.41,175.52,53.42,0.93
1511,19-Feb-2021 - 00:00,20-Feb-2021 - 00:00,104.51,35.11,5.28,180.14,47.74,0.88
1512,20-Feb-2021 - 00:00,21-Feb-2021 - 00:00,98.08,45.9,4.69,171.27,43.11,0.92
1513,21-Feb-2021 - 00:00,22-Feb-2021 - 00:00,118.33,44.05,5.58,196.56,50.52,0.99
1514,22-Feb-2021 - 00:00,23-Feb-2021 - 00:00,106.55,46.73,5.24,185.74,46.77,0.85
1515,23-Feb-2021 - 00:00,24-Feb-2021 - 00:00,128.98,50.49,6.74,205.84,52.08,1.07
1516,24-Feb-2021 - 00:00,25-Feb-2021 - 00:00,154.18,44.16,6.46,227.8,47.13,1.09
1517,25-Feb-2021 - 00:00,26-Feb-2021 - 00:00,175.06,27.99,7.72,251.57,60.2,1.45
1518,26-Feb-2021 - 00:00,27-Feb-2021 - 00:00,145.64,36.27,4.33,211.46,48.27,1.07
1519,27-Feb-2021 - 00:00,28-Feb-2021 - 00:00,103.2,37.44,4.39,141.98,44.37,0.97
1520,28-Feb-2021 - 00:00,01-Mar-2021 - 00:00,97.32,40.54,4.03,134.4,37.23,0.85
1521,01-Mar-2021 - 00:00,02-Mar-2021 - 00:00,103.51,38.85,5.27,181.69,50.23,1.21
1522,02-Mar-2021 - 00:00,03-Mar-2021 - 00:00,116.63,48.04,6.22,195.71,47.07,0.87
1523,03-Mar-2021 - 00:00,04-Mar-2021 - 00:00,104.6,53.38,7.6,189.44,52.73,1.04
1524,04-Mar-2021 - 00:00,05-Mar-2021 - 00:00,112.72,43.7,7.36,200.81,58.11,1.12
1525,05-Mar-2021 - 00:00,06-Mar-2021 - 00:00,105.14,46.97,7.27,176.81,48.05,0.86
1526,06-Mar-2021 - 00:00,07-Mar-2021 - 00:00,94.66,46.68,5.75,153.78,39.66,0.81
1527,07-Mar-2021 - 00:00,08-Mar-2021 - 00:00,71.93,33.63,4.73,121.43,40.19,0.79
1528,08-Mar-2021 - 00:00,09-Mar-2021 - 00:00,91.16,36.39,5.49,179.29,56.57,1.01
1529,09-Mar-2021 - 00:00,10-Mar-2021 - 00:00,82.83,46.08,21.96,116.57,49.35,0.86
1530,10-Mar-2021 - 00:00,11-Mar-2021 - 00:00,76.28,43.02,6.4,118.91,36.3,0.78
1531,11-Mar-2021 - 00:00,12-Mar-2021 - 00:00,62.8,33.82,4.62,112.27,38.47,0.75
1532,12-Mar-2021 - 00:00,13-Mar-2021 - 00:00,72.9,38.04,4.95,132.84,40.75,0.84
1533,13-Mar-2021 - 00:00,14-Mar-2021 - 00:00,101.43,27.8,4.83,172.99,41.8,0.74
1534,14-Mar-2021 - 00:00,15-Mar-2021 - 00:00,72.56,38.13,4.36,103.08,33.45,0.75
1535,15-Mar-2021 - 00:00,16-Mar-2021 - 00:00,93.47,27.85,3.94,149.98,45.34,1.03
1536,16-Mar-2021 - 00:00,17-Mar-2021 - 00:00,142.32,35.89,5.07,215.75,49.81,1.01
1537,17-Mar-2021 - 00:00,18-Mar-2021 - 00:00,121.51,41.68,6.07,204.84,55.09,0.93
1538,18-Mar-2021 - 00:00,19-Mar-2021 - 00:00,175.6,45.5,6.69,303.93,55.09,1.06
1539,19-Mar-2021 - 00:00,20-Mar-2021 - 00:00,184.04,37.39,10.72,312.73,65.48,1.11
1540,20-Mar-2021 - 00:00,21-Mar-2021 - 00:00,181.64,41.25,9.38,325.49,55.72,1.15
1541,21-Mar-2021 - 00:00,22-Mar-2021 - 00:00,171.89,40.81,8.93,279.58,54.85,1.25
1542,22-Mar-2021 - 00:00,23-Mar-2021 - 00:00,171.42,40.27,7.23,299.62,59.64,1.22
1543,23-Mar-2021 - 00:00,24-Mar-2021 - 00:00,166.65,46.3,8.31,285.72,49.13,0.88
1544,24-Mar-2021 - 00:00,25-Mar-2021 - 00:00,139.58,63.35,7.78,224.72,34.66,0.68
1545,25-Mar-2021 - 00:00,26-Mar-2021 - 00:00,127.36,57.44,9.69,246.5,39.64,0.77
1546,26-Mar-2021 - 00:00,27-Mar-2021 - 00:00,199.4,49.05,12.02,359.43,68.24,1.43
1547,27-Mar-2021 - 00:00,28-Mar-2021 - 00:00,197.72,50.25,9.76,324.1,61.07,1.23
1548,28-Mar-2021 - 00:00,29-Mar-2021 - 00:00,149.35,60.0,8.11,241.57,47.82,0.96
1549,29-Mar-2021 - 00:00,30-Mar-2021 - 00:00,131.98,60.96,7.15,186.85,34.25,0.85
