S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
274,01-Oct-2017 - 00:00,02-Oct-2017 - 00:00,,6.46,10.65,68.47,,0.73
275,02-Oct-2017 - 00:00,03-Oct-2017 - 00:00,,2.36,3.65,26.66,4.36,0.11
276,03-Oct-2017 - 00:00,04-Oct-2017 - 00:00,,1.38,2.56,7.12,3.07,0.08
277,04-Oct-2017 - 00:00,05-Oct-2017 - 00:00,,0.86,1.67,6.65,2.41,0.06
278,05-Oct-2017 - 00:00,06-Oct-2017 - 00:00,,1.99,4.04,22.35,4.3,0.08
279,06-Oct-2017 - 00:00,07-Oct-2017 - 00:00,,2.84,3.43,21.91,5.77,0.7
280,07-Oct-2017 - 00:00,08-Oct-2017 - 00:00,,2.27,3.35,28.99,3.94,0.11
281,08-Oct-2017 - 00:00,09-Oct-2017 - 00:00,,2.04,2.44,11.59,4.39,0.06
282,09-Oct-2017 - 00:00,10-Oct-2017 - 00:00,,1.33,2.62,19.89,5,0.07
283,10-Oct-2017 - 00:00,11-Oct-2017 - 00:00,,,,,,0
284,11-Oct-2017 - 00:00,12-Oct-2017 - 00:00,,,,,,0
285,12-Oct-2017 - 00:00,13-Oct-2017 - 00:00,,,,,,0
286,13-Oct-2017 - 00:00,14-Oct-2017 - 00:00,,,,,,0
287,14-Oct-2017 - 00:00,15-Oct-2017 - 00:00,,,,,,
288,15-Oct-2017 - 00:00,16-Oct-2017 - 00:00,,,,,,0
289,16-Oct-2017 - 00:00,17-Oct-2017 - 00:00,,,,,,0
290,17-Oct-2017 - 00:00,18-Oct-2017 - 00:00,,,,,,0
291,18-Oct-2017 - 00:00,19-Oct-2017 - 00:00,,,,,,0
292,19-Oct-2017 - 00:00,20-Oct-2017 - 00:00,,4.64,9.38,6.05,13.12,0.19
293,20-Oct-2017 - 00:00,21-Oct-2017 - 00:00,,,,,,0
294,21-Oct-2017 - 00:00,22-Oct-2017 - 00:00,,1.58,1.02,1.69,2.92,0.04
295,22-Oct-2017 - 00:00,23-Oct-2017 - 00:00,,,,,,0
296,23-Oct-2017 - 00:00,24-Oct-2017 - 00:00,,0.45,1.93,6.02,4.43,0.15
297,24-Oct-2017 - 00:00,25-Oct-2017 - 00:00,,11.39,14.49,41.55,23.83,0.53
298,25-Oct-2017 - 00:00,26-Oct-2017 - 00:00,,10.76,12.16,33.33,28.36,0.61
299,26-Oct-2017 - 00:00,27-Oct-2017 - 00:00,,10.41,11.76,30.52,27.57,0.39
,,,,,,,,
301,28-Oct-2017 - 00:00,29-Oct-2017 - 00:00,,13.42,11.54,45.46,26.6,0.48
302,29-Oct-2017 - 00:00,30-Oct-2017 - 00:00,,12.26,10.41,27.65,30.02,0.39
303,30-Oct-2017 - 00:00,31-Oct-2017 - 00:00,,11.26,12.3,28.26,26.38,0.65
304,31-Oct-2017 - 00:00,01-Nov-2017 - 00:00,,9.79,8.53,24.88,26.85,0.35
305,01-Nov-2017 - 00:00,02-Nov-2017 - 00:00,,,,,32,0.2
306,02-Nov-2017 - 00:00,03-Nov-2017 - 00:00,,,,,,9.79
307,03-Nov-2017 - 00:00,04-Nov-2017 - 00:00,,15.81,9.33,89.08,,
308,04-Nov-2017 - 00:00,05-Nov-2017 - 00:00,,18.4,10.11,104.91,,
309,05-Nov-2017 - 00:00,06-Nov-2017 - 00:00,,7.47,10.22,100.07,,
310,06-Nov-2017 - 00:00,07-Nov-2017 - 00:00,,8.99,11.14,104.22,,
311,07-Nov-2017 - 00:00,08-Nov-2017 - 00:00,,9.4,11.71,129.71,,
312,08-Nov-2017 - 00:00,09-Nov-2017 - 00:00,,12.97,11.18,155.59,,
313,09-Nov-2017 - 00:00,10-Nov-2017 - 00:00,,8.78,10.82,173.52,,
314,10-Nov-2017 - 00:00,11-Nov-2017 - 00:00,,7.82,10.56,157.22,1.31,
315,11-Nov-2017 - 00:00,12-Nov-2017 - 00:00,,7.86,11.05,172.56,4.71,
316,12-Nov-2017 - 00:00,13-Nov-2017 - 00:00,,7.85,12.05,157.9,6.76,
317,13-Nov-2017 - 00:00,14-Nov-2017 - 00:00,,8.89,10.73,140.85,6.36,
318,14-Nov-2017 - 00:00,15-Nov-2017 - 00:00,,6.39,9.06,124.05,7.52,
319,15-Nov-2017 - 00:00,16-Nov-2017 - 00:00,,6.97,8.94,100.97,13.39,
320,16-Nov-2017 - 00:00,17-Nov-2017 - 00:00,,3.35,9.65,53.31,13.73,
321,17-Nov-2017 - 00:00,18-Nov-2017 - 00:00,,4.37,9.94,52.6,11.75,
322,18-Nov-2017 - 00:00,19-Nov-2017 - 00:00,,3.92,11.62,97.54,8.94,
323,19-Nov-2017 - 00:00,20-Nov-2017 - 00:00,,5.32,10.96,150.24,4.25,
324,20-Nov-2017 - 00:00,21-Nov-2017 - 00:00,,9.24,10.16,209.17,6.09,
325,21-Nov-2017 - 00:00,22-Nov-2017 - 00:00,,10.22,10.06,173.6,10.37,
326,22-Nov-2017 - 00:00,23-Nov-2017 - 00:00,,10.47,10.19,194.93,14.03,
327,23-Nov-2017 - 00:00,24-Nov-2017 - 00:00,,12.94,9.42,222.73,14.06,
328,24-Nov-2017 - 00:00,25-Nov-2017 - 00:00,,10.07,10,231.74,7.14,
329,25-Nov-2017 - 00:00,26-Nov-2017 - 00:00,,8.92,11.14,238.57,5.95,
330,26-Nov-2017 - 00:00,27-Nov-2017 - 00:00,,13.05,24.63,277.33,1.04,
331,27-Nov-2017 - 00:00,28-Nov-2017 - 00:00,,8.78,41.36,320.02,5.27,
332,28-Nov-2017 - 00:00,29-Nov-2017 - 00:00,,8.62,10.08,270.53,5.43,
333,29-Nov-2017 - 00:00,30-Nov-2017 - 00:00,,9.21,9.07,250.08,6.89,
334,30-Nov-2017 - 00:00,01-Dec-2017 - 00:00,,9.32,9.21,252.66,7.38,
335,01-Dec-2017 - 00:00,02-Dec-2017 - 00:00,,10.2,7.1,261.7,8.83,
336,02-Dec-2017 - 00:00,03-Dec-2017 - 00:00,,8.67,6.94,239.07,8.34,
337,03-Dec-2017 - 00:00,04-Dec-2017 - 00:00,,7.96,9.29,266.59,7.18,
338,04-Dec-2017 - 00:00,05-Dec-2017 - 00:00,,9.37,9.83,236.58,8.12,
339,05-Dec-2017 - 00:00,06-Dec-2017 - 00:00,,9.02,10.27,270.08,7.77,
340,06-Dec-2017 - 00:00,07-Dec-2017 - 00:00,,8.27,9.33,263.93,7.24,
341,07-Dec-2017 - 00:00,08-Dec-2017 - 00:00,,9.89,9.11,265.86,9.02,
342,08-Dec-2017 - 00:00,09-Dec-2017 - 00:00,,5.76,9.5,251.02,10.46,
343,09-Dec-2017 - 00:00,10-Dec-2017 - 00:00,,8.48,9.05,127.71,15.83,
344,10-Dec-2017 - 00:00,11-Dec-2017 - 00:00,,2.51,10.41,63.65,10.89,
345,11-Dec-2017 - 00:00,12-Dec-2017 - 00:00,,6.33,10.68,138.22,11.89,
346,12-Dec-2017 - 00:00,13-Dec-2017 - 00:00,,5.68,10.89,237.81,10.86,
347,13-Dec-2017 - 00:00,14-Dec-2017 - 00:00,,7.45,11.97,236.41,10.25,
348,14-Dec-2017 - 00:00,15-Dec-2017 - 00:00,,9.74,11.05,238.67,15.47,
349,15-Dec-2017 - 00:00,16-Dec-2017 - 00:00,,6.07,13.74,250.99,9.74,
350,16-Dec-2017 - 00:00,17-Dec-2017 - 00:00,,41.1,8.49,210.53,13.4,
351,17-Dec-2017 - 00:00,18-Dec-2017 - 00:00,,17.59,8.47,175.18,20.91,
352,18-Dec-2017 - 00:00,19-Dec-2017 - 00:00,,11.41,11.97,227.98,19.35,
353,19-Dec-2017 - 00:00,20-Dec-2017 - 00:00,,12.5,11.27,259.13,17.22,
354,20-Dec-2017 - 00:00,21-Dec-2017 - 00:00,,12.01,9.58,245.55,18.18,
355,21-Dec-2017 - 00:00,22-Dec-2017 - 00:00,,7.23,9.1,230.28,10.99,
356,22-Dec-2017 - 00:00,23-Dec-2017 - 00:00,,9.48,9.44,325.99,11.13,0.83
357,23-Dec-2017 - 00:00,24-Dec-2017 - 00:00,,12.29,15.32,269.08,14.91,0.97
358,24-Dec-2017 - 00:00,25-Dec-2017 - 00:00,,11.59,9.29,233.64,11.59,0.77
359,25-Dec-2017 - 00:00,26-Dec-2017 - 00:00,,13.15,9.38,224.47,13.1,0.99
360,26-Dec-2017 - 00:00,27-Dec-2017 - 00:00,,17.56,10.03,228.85,18.85,0.71
361,27-Dec-2017 - 00:00,28-Dec-2017 - 00:00,,12.98,10.39,216.25,20.96,0.86
362,28-Dec-2017 - 00:00,29-Dec-2017 - 00:00,,12.51,11.83,232.19,16.43,0.81
363,29-Dec-2017 - 00:00,30-Dec-2017 - 00:00,,12.12,9.88,264.73,15.44,1.13
364,30-Dec-2017 - 00:00,31-Dec-2017 - 00:00,,10.55,9.79,235.52,14.66,0.88
365,31-Dec-2017 - 00:00,01-Jan-2018 - 00:00,,11.66,9.91,219.9,18.78,1
366,01-Jan-2018 - 00:00,02-Jan-2018 - 00:00,,14.03,10.2,194.45,17.94,0.99
367,02-Jan-2018 - 00:00,03-Jan-2018 - 00:00,,13.4,11.39,234.01,34.27,0.9
368,03-Jan-2018 - 00:00,04-Jan-2018 - 00:00,,13.29,16.45,244.57,66.19,0.84
369,04-Jan-2018 - 00:00,05-Jan-2018 - 00:00,,11.48,15.57,232.09,62.83,0.94
370,05-Jan-2018 - 00:00,06-Jan-2018 - 00:00,,12.7,15.62,247.65,61.12,1.07
371,06-Jan-2018 - 00:00,07-Jan-2018 - 00:00,,9.18,33.74,237.75,60.8,1.47
372,07-Jan-2018 - 00:00,08-Jan-2018 - 00:00,,10.79,47.59,253.61,62.01,1.27
373,08-Jan-2018 - 00:00,09-Jan-2018 - 00:00,,10.48,14.1,263.16,64.95,0.94
374,09-Jan-2018 - 00:00,10-Jan-2018 - 00:00,,13.8,13.87,272.62,66.05,1.23
375,10-Jan-2018 - 00:00,11-Jan-2018 - 00:00,,16.17,14.14,264.88,66.03,1.18
376,11-Jan-2018 - 00:00,12-Jan-2018 - 00:00,,14.25,15.52,341.9,65.23,1.46
377,12-Jan-2018 - 00:00,13-Jan-2018 - 00:00,,9.27,13.32,321.95,64.42,1.5
378,13-Jan-2018 - 00:00,14-Jan-2018 - 00:00,,1.58,12.21,278.87,54.14,1.42
379,14-Jan-2018 - 00:00,15-Jan-2018 - 00:00,,,,,,
380,15-Jan-2018 - 00:00,16-Jan-2018 - 00:00,,27.04,10.89,87.96,71.99,0.64
381,16-Jan-2018 - 00:00,17-Jan-2018 - 00:00,,20.11,14.61,294.37,62.29,1.26
382,17-Jan-2018 - 00:00,18-Jan-2018 - 00:00,,12.13,15.13,303.34,62.08,1.4
383,18-Jan-2018 - 00:00,19-Jan-2018 - 00:00,,9.33,15.82,314.92,65.91,1.27
384,19-Jan-2018 - 00:00,20-Jan-2018 - 00:00,,12.09,11.29,251.16,63.61,1.02
385,20-Jan-2018 - 00:00,21-Jan-2018 - 00:00,,11.39,13.19,323.43,59.38,1.48
386,21-Jan-2018 - 00:00,22-Jan-2018 - 00:00,,12.28,13.4,294.32,61.03,1.46
387,22-Jan-2018 - 00:00,23-Jan-2018 - 00:00,,,,,,
388,23-Jan-2018 - 00:00,24-Jan-2018 - 00:00,,10.53,18.01,232.07,60.93,1.43
389,24-Jan-2018 - 00:00,25-Jan-2018 - 00:00,,14.47,15.99,255.6,66.39,1.12
390,25-Jan-2018 - 00:00,26-Jan-2018 - 00:00,,14.63,11.97,216.13,65.94,1.2
391,26-Jan-2018 - 00:00,27-Jan-2018 - 00:00,,14.39,12.29,241.34,63.98,0.75
392,27-Jan-2018 - 00:00,28-Jan-2018 - 00:00,,13.13,12.46,246.25,59.83,0.6
393,28-Jan-2018 - 00:00,29-Jan-2018 - 00:00,,9.91,12.42,268.42,61.32,1.36
394,29-Jan-2018 - 00:00,30-Jan-2018 - 00:00,,10.81,12.84,265.56,57.44,1.17
395,30-Jan-2018 - 00:00,31-Jan-2018 - 00:00,,13.15,13,235.52,60.33,1.02
396,31-Jan-2018 - 00:00,01-Feb-2018 - 00:00,,22.44,13.61,267.52,62.89,1.11
397,01-Feb-2018 - 00:00,02-Feb-2018 - 00:00,,35.13,13.64,317.62,65.26,1.29
398,02-Feb-2018 - 00:00,03-Feb-2018 - 00:00,,12.94,11.35,325.03,63.11,1.57
399,03-Feb-2018 - 00:00,04-Feb-2018 - 00:00,,9.39,15.28,346.79,67.84,1.52
,,,,,,,,
401,05-Feb-2018 - 00:00,06-Feb-2018 - 00:00,,13.63,11.98,268.65,66.23,1.15
402,06-Feb-2018 - 00:00,07-Feb-2018 - 00:00,,13.29,14.5,233.77,66,1.18
403,07-Feb-2018 - 00:00,08-Feb-2018 - 00:00,,11.35,14.01,278.37,60.59,1.4
404,08-Feb-2018 - 00:00,09-Feb-2018 - 00:00,,10.9,14.25,240.09,59.84,0.99
405,09-Feb-2018 - 00:00,10-Feb-2018 - 00:00,,10.62,12.4,250.37,62.99,1.02
406,10-Feb-2018 - 00:00,11-Feb-2018 - 00:00,,11.6,19.79,202.95,63.1,0.8
407,11-Feb-2018 - 00:00,12-Feb-2018 - 00:00,,13.41,11.72,202.01,63.1,0.89
408,12-Feb-2018 - 00:00,13-Feb-2018 - 00:00,,19.21,10.89,186.16,63.05,1.01
409,13-Feb-2018 - 00:00,14-Feb-2018 - 00:00,,12.4,10.75,170.92,61.55,0.75
410,14-Feb-2018 - 00:00,15-Feb-2018 - 00:00,,10.23,13.79,199.8,64.67,0.75
411,15-Feb-2018 - 00:00,16-Feb-2018 - 00:00,,16.93,12.29,160.72,68.3,0.54
412,16-Feb-2018 - 00:00,17-Feb-2018 - 00:00,,14.5,12.55,230.01,60.07,1.02
413,17-Feb-2018 - 00:00,18-Feb-2018 - 00:00,,13.77,11.72,236.04,60.19,1.19
414,18-Feb-2018 - 00:00,19-Feb-2018 - 00:00,,10.67,14.94,323.99,59.65,1.08
415,19-Feb-2018 - 00:00,20-Feb-2018 - 00:00,,18.97,12.89,320.71,66.92,0.65
416,20-Feb-2018 - 00:00,21-Feb-2018 - 00:00,,21.94,9.35,234.54,65.08,0.85
417,21-Feb-2018 - 00:00,22-Feb-2018 - 00:00,,23.98,39.96,243.85,64.93,0.77
418,22-Feb-2018 - 00:00,23-Feb-2018 - 00:00,,20.72,48.67,298.12,61.98,0.75
419,23-Feb-2018 - 00:00,24-Feb-2018 - 00:00,,14.85,15.53,356.5,65.66,1.15
420,24-Feb-2018 - 00:00,25-Feb-2018 - 00:00,,157.64,14.86,275.58,66.55,1.04
421,25-Feb-2018 - 00:00,26-Feb-2018 - 00:00,,,6.68,334.92,62.23,0.92
422,26-Feb-2018 - 00:00,27-Feb-2018 - 00:00,,,8.46,228.06,61.58,0.43
423,27-Feb-2018 - 00:00,28-Feb-2018 - 00:00,,,14.42,239.06,62.98,0.48
424,28-Feb-2018 - 00:00,01-Mar-2018 - 00:00,,,18.5,262.53,65.38,0.88
425,01-Mar-2018 - 00:00,02-Mar-2018 - 00:00,,,14.67,215.43,62.33,0.65
426,02-Mar-2018 - 00:00,03-Mar-2018 - 00:00,,,15.25,273.82,58.65,1.27
427,03-Mar-2018 - 00:00,04-Mar-2018 - 00:00,,,20.99,266.92,57.5,0.69
428,04-Mar-2018 - 00:00,05-Mar-2018 - 00:00,,,52.22,392.34,55.52,1.11
429,05-Mar-2018 - 00:00,06-Mar-2018 - 00:00,,,12.99,282.97,60.24,0.89
430,06-Mar-2018 - 00:00,07-Mar-2018 - 00:00,,,11.9,197.33,62.11,0.71
431,07-Mar-2018 - 00:00,08-Mar-2018 - 00:00,,,11.4,193.47,57.94,0.64
432,08-Mar-2018 - 00:00,09-Mar-2018 - 00:00,,,12.39,222.94,58,0.97
433,09-Mar-2018 - 00:00,10-Mar-2018 - 00:00,,,12.76,238.74,56.67,0.8
434,10-Mar-2018 - 00:00,11-Mar-2018 - 00:00,,,12.97,276.91,52.08,0.78
435,11-Mar-2018 - 00:00,12-Mar-2018 - 00:00,,,13.56,275.53,56.32,1.13
436,12-Mar-2018 - 00:00,13-Mar-2018 - 00:00,,,14.54,303.68,54.22,1.17
437,13-Mar-2018 - 00:00,14-Mar-2018 - 00:00,,,10.91,266.9,58.21,0.81
438,14-Mar-2018 - 00:00,15-Mar-2018 - 00:00,,,11.86,294.41,53.77,0.7
439,15-Mar-2018 - 00:00,16-Mar-2018 - 00:00,,,16.1,374.81,55.89,0.94
440,16-Mar-2018 - 00:00,17-Mar-2018 - 00:00,,,20.33,217.38,59.38,0.52
441,17-Mar-2018 - 00:00,18-Mar-2018 - 00:00,,,18.63,241.43,59.14,0.91
442,18-Mar-2018 - 00:00,19-Mar-2018 - 00:00,,,13.89,265.02,56.78,0.71
443,19-Mar-2018 - 00:00,20-Mar-2018 - 00:00,,,11.71,231.67,55.6,0.85
444,20-Mar-2018 - 00:00,21-Mar-2018 - 00:00,,,13.17,322.88,47.82,1.15
445,21-Mar-2018 - 00:00,22-Mar-2018 - 00:00,,,15.51,272.32,53.41,1.25
446,22-Mar-2018 - 00:00,23-Mar-2018 - 00:00,,,16.06,306.25,59.31,0.71
447,23-Mar-2018 - 00:00,24-Mar-2018 - 00:00,,,12.28,255.66,60.46,0.75
448,24-Mar-2018 - 00:00,25-Mar-2018 - 00:00,,,12.38,228.57,59.39,0.94
449,25-Mar-2018 - 00:00,26-Mar-2018 - 00:00,,,13.1,232.75,60.17,0.77
450,26-Mar-2018 - 00:00,27-Mar-2018 - 00:00,,,11.64,220.99,51.92,0.95
451,27-Mar-2018 - 00:00,28-Mar-2018 - 00:00,,,14.46,298.51,57.11,1.61
452,28-Mar-2018 - 00:00,29-Mar-2018 - 00:00,,,13.33,242.17,62.07,0.91
453,29-Mar-2018 - 00:00,30-Mar-2018 - 00:00,,,14.16,195.67,57.38,0.64
454,30-Mar-2018 - 00:00,31-Mar-2018 - 00:00,,,12.35,161.54,59.34,0.37
455,31-Mar-2018 - 00:00,01-Apr-2018 - 00:00,,,9.9,120.33,58.87,0.34
456,01-Apr-2018 - 00:00,02-Apr-2018 - 00:00,,,10.69,116.67,60.21,0.53
457,02-Apr-2018 - 00:00,03-Apr-2018 - 00:00,,,8.09,125.45,61.9,0.73
458,03-Apr-2018 - 00:00,04-Apr-2018 - 00:00,,,13.82,259.62,63.52,0.63
459,04-Apr-2018 - 00:00,05-Apr-2018 - 00:00,,,12.07,169.65,64.22,0.45
460,05-Apr-2018 - 00:00,06-Apr-2018 - 00:00,,,12.07,111.43,61.76,0.53
461,06-Apr-2018 - 00:00,07-Apr-2018 - 00:00,,12.07,9.94,113.48,62.06,0.63
462,07-Apr-2018 - 00:00,08-Apr-2018 - 00:00,,9.49,10.75,152.66,59.66,0.51
463,08-Apr-2018 - 00:00,09-Apr-2018 - 00:00,,15.47,9.6,161.52,63.54,0.63
464,09-Apr-2018 - 00:00,10-Apr-2018 - 00:00,,12.14,16.47,207.45,67.01,0.77
465,10-Apr-2018 - 00:00,11-Apr-2018 - 00:00,,20.22,50.3,171.21,67.03,0.56
466,11-Apr-2018 - 00:00,12-Apr-2018 - 00:00,,24.39,12.21,164.47,67.02,0.64
467,12-Apr-2018 - 00:00,13-Apr-2018 - 00:00,,25.73,11.28,195.44,62.41,0.85
468,13-Apr-2018 - 00:00,14-Apr-2018 - 00:00,,29.55,11.84,179.74,64.19,0.6
469,14-Apr-2018 - 00:00,15-Apr-2018 - 00:00,,38.25,13.85,199.86,62.56,0.6
470,15-Apr-2018 - 00:00,16-Apr-2018 - 00:00,,42,12.43,189.79,61.97,0.58
471,16-Apr-2018 - 00:00,17-Apr-2018 - 00:00,,43.38,13.24,309.55,61.72,0.63
472,17-Apr-2018 - 00:00,18-Apr-2018 - 00:00,,27.62,11.89,175.3,61.87,0.42
473,18-Apr-2018 - 00:00,19-Apr-2018 - 00:00,,17.67,11.75,128.24,56.01,0.29
474,19-Apr-2018 - 00:00,20-Apr-2018 - 00:00,,21.76,18.18,206.8,61.53,0.37
475,20-Apr-2018 - 00:00,21-Apr-2018 - 00:00,,19.36,12.74,172.26,59.27,0.4
476,21-Apr-2018 - 00:00,22-Apr-2018 - 00:00,,18.47,13.69,167.68,61.06,0.47
477,22-Apr-2018 - 00:00,23-Apr-2018 - 00:00,,15,13.3,215.97,62.29,0.7
478,23-Apr-2018 - 00:00,24-Apr-2018 - 00:00,,,,,,
479,24-Apr-2018 - 00:00,25-Apr-2018 - 00:00,,23.56,25.08,373.15,48.44,0.63
480,25-Apr-2018 - 00:00,26-Apr-2018 - 00:00,,,,,,
481,26-Apr-2018 - 00:00,27-Apr-2018 - 00:00,,,,,,
482,27-Apr-2018 - 00:00,28-Apr-2018 - 00:00,,,,,,
483,28-Apr-2018 - 00:00,29-Apr-2018 - 00:00,,,,,,
484,29-Apr-2018 - 00:00,30-Apr-2018 - 00:00,,,,,,
485,30-Apr-2018 - 00:00,01-May-2018 - 00:00,,,,,,
486,01-May-2018 - 00:00,02-May-2018 - 00:00,,,,,,
487,02-May-2018 - 00:00,03-May-2018 - 00:00,,16.92,9.65,95.96,64.15,0.63
488,03-May-2018 - 00:00,04-May-2018 - 00:00,,13.94,11.17,92.32,62.29,0.6
489,04-May-2018 - 00:00,05-May-2018 - 00:00,,21.67,12.66,185.74,61.36,0.94
490,05-May-2018 - 00:00,06-May-2018 - 00:00,,25.53,11.34,121.52,58.2,0.68
491,06-May-2018 - 00:00,07-May-2018 - 00:00,,22.23,11.6,146.96,61.27,0.47
492,07-May-2018 - 00:00,08-May-2018 - 00:00,,25,12.56,218.63,60.01,0.86
493,08-May-2018 - 00:00,09-May-2018 - 00:00,,24.54,11.68,153.78,58.08,0.82
494,09-May-2018 - 00:00,10-May-2018 - 00:00,,24.12,11.94,178.63,60.09,0.68
495,10-May-2018 - 00:00,11-May-2018 - 00:00,,18.46,11.92,153.12,61.07,0.57
496,11-May-2018 - 00:00,12-May-2018 - 00:00,,17.39,10.52,136.23,60.87,0.85
497,12-May-2018 - 00:00,13-May-2018 - 00:00,,25.4,12.15,130.22,61.93,0.78
498,13-May-2018 - 00:00,14-May-2018 - 00:00,,13.35,47.93,97.44,60.13,0.91
499,14-May-2018 - 00:00,15-May-2018 - 00:00,,21.2,8.09,108.21,60.01,0.66
,,,,,,,,
501,16-May-2018 - 00:00,17-May-2018 - 00:00,,11.67,10.81,121.54,59.95,0.74
502,17-May-2018 - 00:00,18-May-2018 - 00:00,,19.6,9.32,137.54,59.68,1.28
503,18-May-2018 - 00:00,19-May-2018 - 00:00,,17.71,12.09,161.93,59.43,0.72
504,19-May-2018 - 00:00,20-May-2018 - 00:00,,29.27,10.87,180.31,58.51,0.9
505,20-May-2018 - 00:00,21-May-2018 - 00:00,,23.5,11.38,183.91,59.43,0.86
506,21-May-2018 - 00:00,22-May-2018 - 00:00,,29.72,12.31,216.62,60.06,0.84
507,22-May-2018 - 00:00,23-May-2018 - 00:00,,17.13,11.18,151.52,59.49,0.9
508,23-May-2018 - 00:00,24-May-2018 - 00:00,,21.88,9.43,156.3,59.31,0.93
509,24-May-2018 - 00:00,25-May-2018 - 00:00,,14.75,11.09,88.31,59.77,1.03
510,25-May-2018 - 00:00,26-May-2018 - 00:00,,11.05,11.9,91.12,59.83,0.33
511,26-May-2018 - 00:00,27-May-2018 - 00:00,,22.66,11.83,165.7,58.99,0.6
512,27-May-2018 - 00:00,28-May-2018 - 00:00,,12.99,12.36,76.65,59.84,0.71
513,28-May-2018 - 00:00,29-May-2018 - 00:00,,14.51,48.63,109.78,59.93,0.7
514,29-May-2018 - 00:00,30-May-2018 - 00:00,,14.71,49.25,126.43,60.46,0.63
515,30-May-2018 - 00:00,31-May-2018 - 00:00,,14.55,12.32,113.01,59.55,0.79
516,31-May-2018 - 00:00,01-Jun-2018 - 00:00,,24.74,11.09,157.76,59.27,0.76
517,01-Jun-2018 - 00:00,02-Jun-2018 - 00:00,,12.28,10.82,103.64,59.49,0.92
518,02-Jun-2018 - 00:00,03-Jun-2018 - 00:00,,16.3,11.01,104.31,60.21,0.96
519,03-Jun-2018 - 00:00,04-Jun-2018 - 00:00,,26.22,11.85,160.11,59.42,0.85
520,04-Jun-2018 - 00:00,05-Jun-2018 - 00:00,,20.38,12.93,161.8,59.32,0.86
521,05-Jun-2018 - 00:00,06-Jun-2018 - 00:00,,11.15,13.72,149.9,60.09,1.41
522,06-Jun-2018 - 00:00,07-Jun-2018 - 00:00,,13.46,14.27,136.84,59.77,0.96
523,07-Jun-2018 - 00:00,08-Jun-2018 - 00:00,,12.01,13.06,113.06,60.12,0.92
524,08-Jun-2018 - 00:00,09-Jun-2018 - 00:00,,13.82,13.53,105.14,59.07,0.91
525,09-Jun-2018 - 00:00,10-Jun-2018 - 00:00,,9.08,13.73,99.9,59.71,0.72
526,10-Jun-2018 - 00:00,11-Jun-2018 - 00:00,,18.25,12.63,205.28,59.81,1.13
527,11-Jun-2018 - 00:00,12-Jun-2018 - 00:00,,18.14,17.64,189.64,59.53,0.88
528,12-Jun-2018 - 00:00,13-Jun-2018 - 00:00,,15.85,52.27,152.73,80.76,0.84
529,13-Jun-2018 - 00:00,14-Jun-2018 - 00:00,,19.88,11.49,173.24,79.34,0.42
530,14-Jun-2018 - 00:00,15-Jun-2018 - 00:00,,,,,,
531,15-Jun-2018 - 00:00,16-Jun-2018 - 00:00,,25.88,14.58,373.45,82.01,1.75
532,16-Jun-2018 - 00:00,17-Jun-2018 - 00:00,,18.16,12.16,314.03,76.61,0.84
533,17-Jun-2018 - 00:00,18-Jun-2018 - 00:00,,25.32,11.38,289.36,71.62,0.83
534,18-Jun-2018 - 00:00,19-Jun-2018 - 00:00,,25.25,11.72,258.66,70.58,1.14
535,19-Jun-2018 - 00:00,20-Jun-2018 - 00:00,,28.8,11.53,209.7,66.32,0.62
536,20-Jun-2018 - 00:00,21-Jun-2018 - 00:00,,21.1,12.81,150.15,65.04,0.63
537,21-Jun-2018 - 00:00,22-Jun-2018 - 00:00,,18.39,11.65,104.63,64.18,0.52
538,22-Jun-2018 - 00:00,23-Jun-2018 - 00:00,,17.21,12,128.77,64.84,0.5
539,23-Jun-2018 - 00:00,24-Jun-2018 - 00:00,,17.77,13.29,142.7,64.4,0.48
540,24-Jun-2018 - 00:00,25-Jun-2018 - 00:00,,11.86,12.52,169.65,64.47,0.88
541,25-Jun-2018 - 00:00,26-Jun-2018 - 00:00,,11.13,11.59,137.21,63.8,0.63
542,26-Jun-2018 - 00:00,27-Jun-2018 - 00:00,,15,11.75,148.39,64.06,0.86
543,27-Jun-2018 - 00:00,28-Jun-2018 - 00:00,,12.58,18.4,80.98,61.54,0.84
544,28-Jun-2018 - 00:00,29-Jun-2018 - 00:00,,7.02,11.8,66.21,58.55,1.4
545,29-Jun-2018 - 00:00,30-Jun-2018 - 00:00,,,,,,
546,30-Jun-2018 - 00:00,01-Jul-2018 - 00:00,,24.13,11.56,113.88,58.17,0.66
547,01-Jul-2018 - 00:00,02-Jul-2018 - 00:00,,12,11.51,135.43,60.21,0.85
548,02-Jul-2018 - 00:00,03-Jul-2018 - 00:00,,12.4,12,126.72,60.62,0.73
549,03-Jul-2018 - 00:00,04-Jul-2018 - 00:00,,8.99,12.17,55.49,57.22,0.55
550,04-Jul-2018 - 00:00,05-Jul-2018 - 00:00,,11.05,12.9,107.06,60.14,1
551,05-Jul-2018 - 00:00,06-Jul-2018 - 00:00,,7.19,12.67,122.72,59.37,0.64
552,06-Jul-2018 - 00:00,07-Jul-2018 - 00:00,,14.74,12.53,203.59,60.15,0.85
553,07-Jul-2018 - 00:00,08-Jul-2018 - 00:00,,12.56,30.98,107.24,60.96,0.68
