S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
844,24-Apr-2019 - 00:00,25-Apr-2019 - 00:00,,,12.48,103.26,,0.72
845,25-Apr-2019 - 00:00,26-Apr-2019 - 00:00,,,34.19,119.08,,0.52
846,26-Apr-2019 - 00:00,27-Apr-2019 - 00:00,,,58.25,86.23,,0.35
847,27-Apr-2019 - 00:00,28-Apr-2019 - 00:00,,,13.1,104.23,,0.71
848,28-Apr-2019 - 00:00,29-Apr-2019 - 00:00,,,14.12,138.4,,0.54
849,29-Apr-2019 - 00:00,30-Apr-2019 - 00:00,,,14.73,108.43,,0.28
850,30-Apr-2019 - 00:00,01-May-2019 - 00:00,,,13.59,104.37,,0.36
851,01-May-2019 - 00:00,02-May-2019 - 00:00,,,20.59,64.49,,0.61
852,02-May-2019 - 00:00,03-May-2019 - 00:00,,,17.03,32.75,,0.45
853,03-May-2019 - 00:00,04-May-2019 - 00:00,,,24.12,45.08,,0.33
854,04-May-2019 - 00:00,05-May-2019 - 00:00,,,12.67,30.78,,0.33
855,05-May-2019 - 00:00,06-May-2019 - 00:00,,,19.47,102.25,,0.74
856,06-May-2019 - 00:00,07-May-2019 - 00:00,,,18.81,95.43,,0.43
857,07-May-2019 - 00:00,08-May-2019 - 00:00,,,32.88,107.94,,0.57
858,08-May-2019 - 00:00,09-May-2019 - 00:00,,,14.56,136.21,,0.85
859,09-May-2019 - 00:00,10-May-2019 - 00:00,,,17.4,168.61,,1
860,10-May-2019 - 00:00,11-May-2019 - 00:00,,,15.55,188.28,,0.63
861,11-May-2019 - 00:00,12-May-2019 - 00:00,,,,,,
862,12-May-2019 - 00:00,13-May-2019 - 00:00,,,,,,
863,13-May-2019 - 00:00,14-May-2019 - 00:00,,,,,,
864,14-May-2019 - 00:00,15-May-2019 - 00:00,,,8.13,106.35,,0.52
865,15-May-2019 - 00:00,16-May-2019 - 00:00,,,24.74,127.78,,0.63
866,16-May-2019 - 00:00,17-May-2019 - 00:00,,,33.18,,,0.99
867,17-May-2019 - 00:00,18-May-2019 - 00:00,,,7.68,,,0.53
868,18-May-2019 - 00:00,19-May-2019 - 00:00,,,24.34,109.48,,0.44
869,19-May-2019 - 00:00,20-May-2019 - 00:00,,,12.14,,,0.16
870,20-May-2019 - 00:00,21-May-2019 - 00:00,,,23.67,87.36,,1.16
871,21-May-2019 - 00:00,22-May-2019 - 00:00,,,31.42,67.11,,0.81
872,22-May-2019 - 00:00,23-May-2019 - 00:00,,,23.15,256.17,,1.02
873,23-May-2019 - 00:00,24-May-2019 - 00:00,,,19.36,235.5,,1.44
874,24-May-2019 - 00:00,25-May-2019 - 00:00,,,24.75,101.39,,0.97
875,25-May-2019 - 00:00,26-May-2019 - 00:00,,,15.34,81.47,,0.87
876,26-May-2019 - 00:00,27-May-2019 - 00:00,,,,,,
877,27-May-2019 - 00:00,28-May-2019 - 00:00,,,27.17,82.94,,1.85
878,28-May-2019 - 00:00,29-May-2019 - 00:00,,,9.4,65.6,,0.55
879,29-May-2019 - 00:00,30-May-2019 - 00:00,,,12.23,105.61,,0.69
880,30-May-2019 - 00:00,31-May-2019 - 00:00,,,12.38,87.17,,0.75
881,31-May-2019 - 00:00,01-Jun-2019 - 00:00,,,10.04,64.78,,0.61
882,01-Jun-2019 - 00:00,02-Jun-2019 - 00:00,,,16.67,51.97,,0.71
883,02-Jun-2019 - 00:00,03-Jun-2019 - 00:00,,,14.86,47.89,,0.75
884,03-Jun-2019 - 00:00,04-Jun-2019 - 00:00,,,10.34,34.2,,0.8
885,04-Jun-2019 - 00:00,05-Jun-2019 - 00:00,,,19.54,59.35,,0.44
886,05-Jun-2019 - 00:00,06-Jun-2019 - 00:00,,,16.8,32.49,,0.7
887,06-Jun-2019 - 00:00,07-Jun-2019 - 00:00,,,14.81,33.76,,0.47
888,07-Jun-2019 - 00:00,08-Jun-2019 - 00:00,,,14.37,66.81,,0.67
889,08-Jun-2019 - 00:00,09-Jun-2019 - 00:00,,,17.06,80.75,,1.69
890,09-Jun-2019 - 00:00,10-Jun-2019 - 00:00,,,13.56,108.31,,0.72
891,10-Jun-2019 - 00:00,11-Jun-2019 - 00:00,,,17.4,115.78,,0.62
892,11-Jun-2019 - 00:00,12-Jun-2019 - 00:00,,,22.27,145.17,,0.63
893,12-Jun-2019 - 00:00,13-Jun-2019 - 00:00,,,18.12,78.41,,0.61
894,13-Jun-2019 - 00:00,14-Jun-2019 - 00:00,,,10.31,58.49,,1.49
895,14-Jun-2019 - 00:00,15-Jun-2019 - 00:00,,,26.33,72.9,,0.76
896,15-Jun-2019 - 00:00,16-Jun-2019 - 00:00,,,16.49,185.69,,0.86
897,16-Jun-2019 - 00:00,17-Jun-2019 - 00:00,,,15.34,100.69,,0.98
898,17-Jun-2019 - 00:00,18-Jun-2019 - 00:00,,,13.13,70.24,,1.12
899,18-Jun-2019 - 00:00,19-Jun-2019 - 00:00,,,11.65,77.03,,0.68
,,,,,,,,
901,20-Jun-2019 - 00:00,21-Jun-2019 - 00:00,,,17.52,82.08,,1.5
902,21-Jun-2019 - 00:00,22-Jun-2019 - 00:00,,,10.89,42.79,,0.89
903,22-Jun-2019 - 00:00,23-Jun-2019 - 00:00,,,19.27,33.01,,0.67
904,23-Jun-2019 - 00:00,24-Jun-2019 - 00:00,,,18.05,72.57,,0.8
905,24-Jun-2019 - 00:00,25-Jun-2019 - 00:00,,,14.16,35.94,,0.97
906,25-Jun-2019 - 00:00,26-Jun-2019 - 00:00,,,14.89,62.77,,0.92
907,26-Jun-2019 - 00:00,27-Jun-2019 - 00:00,,,13.26,,,0.95
908,27-Jun-2019 - 00:00,28-Jun-2019 - 00:00,,,12.72,,,0.74
909,28-Jun-2019 - 00:00,29-Jun-2019 - 00:00,,,13.22,68.52,,1.46
910,29-Jun-2019 - 00:00,30-Jun-2019 - 00:00,,,11.52,56.3,,1.25
911,30-Jun-2019 - 00:00,01-Jul-2019 - 00:00,,,14.68,59.29,,1.15
912,01-Jul-2019 - 00:00,02-Jul-2019 - 00:00,,,9.58,22.66,,0.73
913,02-Jul-2019 - 00:00,03-Jul-2019 - 00:00,,,16.16,28.83,,0.82
914,03-Jul-2019 - 00:00,04-Jul-2019 - 00:00,,,21.76,41.39,,0.82
915,04-Jul-2019 - 00:00,05-Jul-2019 - 00:00,,,18.48,107.01,,1.08
916,05-Jul-2019 - 00:00,06-Jul-2019 - 00:00,,,22.04,53.37,,0.59
917,06-Jul-2019 - 00:00,07-Jul-2019 - 00:00,,,21.81,33.7,,0.76
918,07-Jul-2019 - 00:00,08-Jul-2019 - 00:00,,,14.47,101.5,,1.48
919,08-Jul-2019 - 00:00,09-Jul-2019 - 00:00,,,15.31,118.27,,0.87
920,09-Jul-2019 - 00:00,10-Jul-2019 - 00:00,,,16.43,65.5,,0.72
921,10-Jul-2019 - 00:00,11-Jul-2019 - 00:00,,,12.96,97.39,,0.78
922,11-Jul-2019 - 00:00,12-Jul-2019 - 00:00,,,14.07,79.14,,0.5
923,12-Jul-2019 - 00:00,13-Jul-2019 - 00:00,,,12.69,63.03,,1.15
924,13-Jul-2019 - 00:00,14-Jul-2019 - 00:00,,,14.22,107.28,,0.7
925,14-Jul-2019 - 00:00,15-Jul-2019 - 00:00,,,15.64,126.66,,1.25
926,15-Jul-2019 - 00:00,16-Jul-2019 - 00:00,,,15.98,172.43,,0.82
927,16-Jul-2019 - 00:00,17-Jul-2019 - 00:00,,,,,,
928,17-Jul-2019 - 00:00,18-Jul-2019 - 00:00,,,24.8,51.12,,0.71
929,18-Jul-2019 - 00:00,19-Jul-2019 - 00:00,,,16.23,61.51,,0.72
930,19-Jul-2019 - 00:00,20-Jul-2019 - 00:00,,,29.34,38.67,,1.38
931,20-Jul-2019 - 00:00,21-Jul-2019 - 00:00,,,20.84,59.57,,1.49
932,21-Jul-2019 - 00:00,22-Jul-2019 - 00:00,,,19.14,31.81,,0.07
933,22-Jul-2019 - 00:00,23-Jul-2019 - 00:00,,,14.94,59.02,,0.08
934,23-Jul-2019 - 00:00,24-Jul-2019 - 00:00,,,18.69,49.99,,0
935,24-Jul-2019 - 00:00,25-Jul-2019 - 00:00,,,13.83,53.12,,0
936,25-Jul-2019 - 00:00,26-Jul-2019 - 00:00,,,11.03,,,0
937,26-Jul-2019 - 00:00,27-Jul-2019 - 00:00,,,19.51,77.55,,0
938,27-Jul-2019 - 00:00,28-Jul-2019 - 00:00,,,17.48,59.32,,0
939,28-Jul-2019 - 00:00,29-Jul-2019 - 00:00,,,12.08,23.23,,0
940,29-Jul-2019 - 00:00,30-Jul-2019 - 00:00,,,10.75,35.13,,0
941,30-Jul-2019 - 00:00,31-Jul-2019 - 00:00,,,13.73,63.76,,
942,31-Jul-2019 - 00:00,01-Aug-2019 - 00:00,,,12.83,53.6,,
943,01-Aug-2019 - 00:00,02-Aug-2019 - 00:00,,,12.5,58.69,,
944,02-Aug-2019 - 00:00,03-Aug-2019 - 00:00,,,11.55,48.26,,
945,03-Aug-2019 - 00:00,04-Aug-2019 - 00:00,,,15.79,28.64,,
946,04-Aug-2019 - 00:00,05-Aug-2019 - 00:00,,,15.92,33.93,,
947,05-Aug-2019 - 00:00,06-Aug-2019 - 00:00,,,16.47,50.31,,
948,06-Aug-2019 - 00:00,07-Aug-2019 - 00:00,,,16.75,38.96,,
949,07-Aug-2019 - 00:00,08-Aug-2019 - 00:00,,,15.44,19.28,,
950,08-Aug-2019 - 00:00,09-Aug-2019 - 00:00,,,16.24,31.88,,
951,09-Aug-2019 - 00:00,10-Aug-2019 - 00:00,,,16.3,59.68,,
952,10-Aug-2019 - 00:00,11-Aug-2019 - 00:00,,,17.02,72.88,,
953,11-Aug-2019 - 00:00,12-Aug-2019 - 00:00,,,15.75,50.67,,
954,12-Aug-2019 - 00:00,13-Aug-2019 - 00:00,,,13.86,45.78,,
955,13-Aug-2019 - 00:00,14-Aug-2019 - 00:00,,,15.29,25.22,,
956,14-Aug-2019 - 00:00,15-Aug-2019 - 00:00,,,15.46,40.27,,
957,15-Aug-2019 - 00:00,16-Aug-2019 - 00:00,,,21.88,41.23,,
958,16-Aug-2019 - 00:00,17-Aug-2019 - 00:00,,,14.6,82.07,,
959,17-Aug-2019 - 00:00,18-Aug-2019 - 00:00,,,15.72,52.89,,
960,18-Aug-2019 - 00:00,19-Aug-2019 - 00:00,,,15.68,41.11,,
961,19-Aug-2019 - 00:00,20-Aug-2019 - 00:00,,,15.7,32.7,,
962,20-Aug-2019 - 00:00,21-Aug-2019 - 00:00,,,16.05,47.11,,
963,21-Aug-2019 - 00:00,22-Aug-2019 - 00:00,,,13.16,49.76,,
964,22-Aug-2019 - 00:00,23-Aug-2019 - 00:00,,,16.99,64.01,,
965,23-Aug-2019 - 00:00,24-Aug-2019 - 00:00,,,15.18,69.92,,
966,24-Aug-2019 - 00:00,25-Aug-2019 - 00:00,,,16.29,34.88,,
967,25-Aug-2019 - 00:00,26-Aug-2019 - 00:00,,,,,,
968,26-Aug-2019 - 00:00,27-Aug-2019 - 00:00,,,14.76,42.14,,
969,27-Aug-2019 - 00:00,28-Aug-2019 - 00:00,,,14.92,40.64,,
970,28-Aug-2019 - 00:00,29-Aug-2019 - 00:00,,,15.53,45.28,,
971,29-Aug-2019 - 00:00,30-Aug-2019 - 00:00,,,17.17,41.43,,
972,30-Aug-2019 - 00:00,31-Aug-2019 - 00:00,,,15.66,66.08,,
973,31-Aug-2019 - 00:00,01-Sep-2019 - 00:00,,,14.85,60.7,,
974,01-Sep-2019 - 00:00,02-Sep-2019 - 00:00,,,14.89,48.02,,
975,02-Sep-2019 - 00:00,03-Sep-2019 - 00:00,,,14.16,28.98,,
976,03-Sep-2019 - 00:00,04-Sep-2019 - 00:00,,,14.9,23.17,,
977,04-Sep-2019 - 00:00,05-Sep-2019 - 00:00,,,14.46,21.01,,
978,05-Sep-2019 - 00:00,06-Sep-2019 - 00:00,,,15.21,24.58,,
979,06-Sep-2019 - 00:00,07-Sep-2019 - 00:00,,,15.76,33.91,,
980,07-Sep-2019 - 00:00,08-Sep-2019 - 00:00,,,14.97,22.65,,
981,08-Sep-2019 - 00:00,09-Sep-2019 - 00:00,,,15.16,38.84,,
982,09-Sep-2019 - 00:00,10-Sep-2019 - 00:00,,,14.29,41.18,,
983,10-Sep-2019 - 00:00,11-Sep-2019 - 00:00,,,14.43,49.92,,
984,11-Sep-2019 - 00:00,12-Sep-2019 - 00:00,,,13.54,55.15,,
985,12-Sep-2019 - 00:00,13-Sep-2019 - 00:00,,,14.52,40.07,,
986,13-Sep-2019 - 00:00,14-Sep-2019 - 00:00,,,16.64,39.71,,
987,14-Sep-2019 - 00:00,15-Sep-2019 - 00:00,,,16.36,43.32,,
988,15-Sep-2019 - 00:00,16-Sep-2019 - 00:00,,,13.46,65.93,,
989,16-Sep-2019 - 00:00,17-Sep-2019 - 00:00,,,13.2,51.71,,
990,17-Sep-2019 - 00:00,18-Sep-2019 - 00:00,,,12.98,45.61,,
991,18-Sep-2019 - 00:00,19-Sep-2019 - 00:00,,,,,,
992,19-Sep-2019 - 00:00,20-Sep-2019 - 00:00,,,,,,
993,20-Sep-2019 - 00:00,21-Sep-2019 - 00:00,,,,,,
994,21-Sep-2019 - 00:00,22-Sep-2019 - 00:00,,,12.04,45.79,,
995,22-Sep-2019 - 00:00,23-Sep-2019 - 00:00,,,13.65,55.38,,
996,23-Sep-2019 - 00:00,24-Sep-2019 - 00:00,,,14.75,45.61,,
997,24-Sep-2019 - 00:00,25-Sep-2019 - 00:00,,,10.77,28.01,,
998,25-Sep-2019 - 00:00,26-Sep-2019 - 00:00,,,13.04,29.85,,
999,26-Sep-2019 - 00:00,27-Sep-2019 - 00:00,,,13.59,30.96,,
,,,,,,,,
1001,28-Sep-2019 - 00:00,29-Sep-2019 - 00:00,,,14.28,29.46,,
1002,29-Sep-2019 - 00:00,30-Sep-2019 - 00:00,,,13.61,33.89,,
1003,30-Sep-2019 - 00:00,01-Oct-2019 - 00:00,,,15.58,40.41,,
1004,01-Oct-2019 - 00:00,02-Oct-2019 - 00:00,,,15.3,48.19,,
1005,02-Oct-2019 - 00:00,03-Oct-2019 - 00:00,,,14.92,64.69,,
1006,03-Oct-2019 - 00:00,04-Oct-2019 - 00:00,,,17.17,76.93,,
1007,04-Oct-2019 - 00:00,05-Oct-2019 - 00:00,,,15.16,74.84,,
1008,05-Oct-2019 - 00:00,06-Oct-2019 - 00:00,,,28.85,71.54,,
1009,06-Oct-2019 - 00:00,07-Oct-2019 - 00:00,,,16,60.3,,
1010,07-Oct-2019 - 00:00,08-Oct-2019 - 00:00,,,15.05,48.79,,
1011,08-Oct-2019 - 00:00,09-Oct-2019 - 00:00,,,16.08,45.21,,
1012,09-Oct-2019 - 00:00,10-Oct-2019 - 00:00,,,15.37,14.86,,
1013,10-Oct-2019 - 00:00,11-Oct-2019 - 00:00,,,14.11,,,
1014,11-Oct-2019 - 00:00,12-Oct-2019 - 00:00,,,14.64,,,
1015,12-Oct-2019 - 00:00,13-Oct-2019 - 00:00,,,13.91,,,
1016,13-Oct-2019 - 00:00,14-Oct-2019 - 00:00,,,15.58,,,
1017,14-Oct-2019 - 00:00,15-Oct-2019 - 00:00,,,15.36,,,
1018,15-Oct-2019 - 00:00,16-Oct-2019 - 00:00,,,14.28,,,
1019,16-Oct-2019 - 00:00,17-Oct-2019 - 00:00,,,,,,
1020,17-Oct-2019 - 00:00,18-Oct-2019 - 00:00,,,,,,
1021,18-Oct-2019 - 00:00,19-Oct-2019 - 00:00,,,,,,
1022,19-Oct-2019 - 00:00,20-Oct-2019 - 00:00,,,,,,
1023,20-Oct-2019 - 00:00,21-Oct-2019 - 00:00,,,,,,
1024,21-Oct-2019 - 00:00,22-Oct-2019 - 00:00,,,,,,
1025,22-Oct-2019 - 00:00,23-Oct-2019 - 00:00,,,,,,
1026,23-Oct-2019 - 00:00,24-Oct-2019 - 00:00,,,20.82,,,
1027,24-Oct-2019 - 00:00,25-Oct-2019 - 00:00,,,14.68,,,
1028,25-Oct-2019 - 00:00,26-Oct-2019 - 00:00,,,13.01,,,
1029,26-Oct-2019 - 00:00,27-Oct-2019 - 00:00,,,13.76,,,
1030,27-Oct-2019 - 00:00,28-Oct-2019 - 00:00,,,17.12,,,
1031,28-Oct-2019 - 00:00,29-Oct-2019 - 00:00,,,13.07,,,
1032,29-Oct-2019 - 00:00,30-Oct-2019 - 00:00,,,13.43,,,
1033,30-Oct-2019 - 00:00,31-Oct-2019 - 00:00,,,14.9,,,
1034,31-Oct-2019 - 00:00,01-Nov-2019 - 00:00,,,16.72,,,
1035,01-Nov-2019 - 00:00,02-Nov-2019 - 00:00,,,16.08,,,
1036,02-Nov-2019 - 00:00,03-Nov-2019 - 00:00,,,14.31,,,
1037,03-Nov-2019 - 00:00,04-Nov-2019 - 00:00,,,15.94,,,
1038,04-Nov-2019 - 00:00,05-Nov-2019 - 00:00,,,16.08,,,
1039,05-Nov-2019 - 00:00,06-Nov-2019 - 00:00,,,15.65,,,
1040,06-Nov-2019 - 00:00,07-Nov-2019 - 00:00,,,15.29,,,
1041,07-Nov-2019 - 00:00,08-Nov-2019 - 00:00,,,14.18,,,
1042,08-Nov-2019 - 00:00,09-Nov-2019 - 00:00,,,,,,
1043,09-Nov-2019 - 00:00,10-Nov-2019 - 00:00,,,,,,
1044,10-Nov-2019 - 00:00,11-Nov-2019 - 00:00,,,,,,
1045,11-Nov-2019 - 00:00,12-Nov-2019 - 00:00,,,,,,
1046,12-Nov-2019 - 00:00,13-Nov-2019 - 00:00,,,,,,
1047,13-Nov-2019 - 00:00,14-Nov-2019 - 00:00,,,,,,
1048,14-Nov-2019 - 00:00,15-Nov-2019 - 00:00,,,,,,
1049,15-Nov-2019 - 00:00,16-Nov-2019 - 00:00,,,,,,
1050,16-Nov-2019 - 00:00,17-Nov-2019 - 00:00,,,,,,
1051,17-Nov-2019 - 00:00,18-Nov-2019 - 00:00,,,,,,
1052,18-Nov-2019 - 00:00,19-Nov-2019 - 00:00,,,,,,
1053,19-Nov-2019 - 00:00,20-Nov-2019 - 00:00,,,,,,
1054,20-Nov-2019 - 00:00,21-Nov-2019 - 00:00,,,,,,
1055,21-Nov-2019 - 00:00,22-Nov-2019 - 00:00,,,,,,
1056,22-Nov-2019 - 00:00,23-Nov-2019 - 00:00,,,,,,
1057,23-Nov-2019 - 00:00,24-Nov-2019 - 00:00,,,,,,
1058,24-Nov-2019 - 00:00,25-Nov-2019 - 00:00,,,,,,
1059,25-Nov-2019 - 00:00,26-Nov-2019 - 00:00,,,,,,
1060,26-Nov-2019 - 00:00,27-Nov-2019 - 00:00,,,,,,
1061,27-Nov-2019 - 00:00,28-Nov-2019 - 00:00,,,,,,
1062,28-Nov-2019 - 00:00,29-Nov-2019 - 00:00,,,,,,
1063,29-Nov-2019 - 00:00,30-Nov-2019 - 00:00,,,,,,
1064,30-Nov-2019 - 00:00,01-Dec-2019 - 00:00,,,,,,
1065,01-Dec-2019 - 00:00,02-Dec-2019 - 00:00,,,,,,
1066,02-Dec-2019 - 00:00,03-Dec-2019 - 00:00,,,,,,
1067,03-Dec-2019 - 00:00,04-Dec-2019 - 00:00,,,,,,
1068,04-Dec-2019 - 00:00,05-Dec-2019 - 00:00,,,,,,
1069,05-Dec-2019 - 00:00,06-Dec-2019 - 00:00,,,,,,
1070,06-Dec-2019 - 00:00,07-Dec-2019 - 00:00,,,,,,
1071,07-Dec-2019 - 00:00,08-Dec-2019 - 00:00,,,,,,
1072,08-Dec-2019 - 00:00,09-Dec-2019 - 00:00,,,,,,
1073,09-Dec-2019 - 00:00,10-Dec-2019 - 00:00,,,,,,
1074,10-Dec-2019 - 00:00,11-Dec-2019 - 00:00,,,,,,
1075,11-Dec-2019 - 00:00,12-Dec-2019 - 00:00,,,,,,
1076,12-Dec-2019 - 00:00,13-Dec-2019 - 00:00,,,,,,
1077,13-Dec-2019 - 00:00,14-Dec-2019 - 00:00,,,,,,
1078,14-Dec-2019 - 00:00,15-Dec-2019 - 00:00,,,,,,
1079,15-Dec-2019 - 00:00,16-Dec-2019 - 00:00,,,,,,
1080,16-Dec-2019 - 00:00,17-Dec-2019 - 00:00,,,,,,
1081,17-Dec-2019 - 00:00,18-Dec-2019 - 00:00,,,,,,
1082,18-Dec-2019 - 00:00,19-Dec-2019 - 00:00,,,,,,
1083,19-Dec-2019 - 00:00,20-Dec-2019 - 00:00,,,,,,
1084,20-Dec-2019 - 00:00,21-Dec-2019 - 00:00,,,,,,
1085,21-Dec-2019 - 00:00,22-Dec-2019 - 00:00,,,,,,
1086,22-Dec-2019 - 00:00,23-Dec-2019 - 00:00,,,,,,
1087,23-Dec-2019 - 00:00,24-Dec-2019 - 00:00,,,,,,
1088,24-Dec-2019 - 00:00,25-Dec-2019 - 00:00,,,,,,
1089,25-Dec-2019 - 00:00,26-Dec-2019 - 00:00,,,,,,
1090,26-Dec-2019 - 00:00,27-Dec-2019 - 00:00,,,,,,
1091,27-Dec-2019 - 00:00,28-Dec-2019 - 00:00,,,,,,
1092,28-Dec-2019 - 00:00,29-Dec-2019 - 00:00,,,,,,
1093,29-Dec-2019 - 00:00,30-Dec-2019 - 00:00,,,,,,
1094,30-Dec-2019 - 00:00,31-Dec-2019 - 00:00,,,,,,
1095,31-Dec-2019 - 00:00,01-Jan-2020 - 00:00,,,,,,
1096,01-Jan-2020 - 00:00,02-Jan-2020 - 00:00,,,,,,
1097,02-Jan-2020 - 00:00,03-Jan-2020 - 00:00,,,,,,
1098,03-Jan-2020 - 00:00,04-Jan-2020 - 00:00,,,,,,
1099,04-Jan-2020 - 00:00,05-Jan-2020 - 00:00,,,,,,
,,,,,,,,
1101,06-Jan-2020 - 00:00,07-Jan-2020 - 00:00,,,,,,
1102,07-Jan-2020 - 00:00,08-Jan-2020 - 00:00,,,,,,
1103,08-Jan-2020 - 00:00,09-Jan-2020 - 00:00,,,,,,
1104,09-Jan-2020 - 00:00,10-Jan-2020 - 00:00,,,,,,
1105,10-Jan-2020 - 00:00,11-Jan-2020 - 00:00,,,,,,
1106,11-Jan-2020 - 00:00,12-Jan-2020 - 00:00,,,,,,
1107,12-Jan-2020 - 00:00,13-Jan-2020 - 00:00,,,,,,
1108,13-Jan-2020 - 00:00,14-Jan-2020 - 00:00,,,,,,
1109,14-Jan-2020 - 00:00,15-Jan-2020 - 00:00,,,,,,
1110,15-Jan-2020 - 00:00,16-Jan-2020 - 00:00,,,,,,
1111,16-Jan-2020 - 00:00,17-Jan-2020 - 00:00,,,,,,
1112,17-Jan-2020 - 00:00,18-Jan-2020 - 00:00,,,,,,
1113,18-Jan-2020 - 00:00,19-Jan-2020 - 00:00,,,,,,
1114,19-Jan-2020 - 00:00,20-Jan-2020 - 00:00,,,,,,
1115,20-Jan-2020 - 00:00,21-Jan-2020 - 00:00,,,,,,
1116,21-Jan-2020 - 00:00,22-Jan-2020 - 00:00,,,,,,
1117,22-Jan-2020 - 00:00,23-Jan-2020 - 00:00,,,,,,
1118,23-Jan-2020 - 00:00,24-Jan-2020 - 00:00,,,,,,
1119,24-Jan-2020 - 00:00,25-Jan-2020 - 00:00,,,,,,
1120,25-Jan-2020 - 00:00,26-Jan-2020 - 00:00,,,,,,
1121,26-Jan-2020 - 00:00,27-Jan-2020 - 00:00,,,,,,
1122,27-Jan-2020 - 00:00,28-Jan-2020 - 00:00,,,,,,
1123,28-Jan-2020 - 00:00,29-Jan-2020 - 00:00,,,,,,
1124,29-Jan-2020 - 00:00,30-Jan-2020 - 00:00,,,,,,
1125,30-Jan-2020 - 00:00,31-Jan-2020 - 00:00,,,,,,
1126,31-Jan-2020 - 00:00,01-Feb-2020 - 00:00,,,,,,
1127,01-Feb-2020 - 00:00,02-Feb-2020 - 00:00,,,,,,
1128,02-Feb-2020 - 00:00,03-Feb-2020 - 00:00,,,,,,
1129,03-Feb-2020 - 00:00,04-Feb-2020 - 00:00,,,,,,
1130,04-Feb-2020 - 00:00,05-Feb-2020 - 00:00,,,,,,
1131,05-Feb-2020 - 00:00,06-Feb-2020 - 00:00,,,,,,
1132,06-Feb-2020 - 00:00,07-Feb-2020 - 00:00,,,,,,
1133,07-Feb-2020 - 00:00,08-Feb-2020 - 00:00,,,,,,
1134,08-Feb-2020 - 00:00,09-Feb-2020 - 00:00,,,,,,
1135,09-Feb-2020 - 00:00,10-Feb-2020 - 00:00,,,,,,
1136,10-Feb-2020 - 00:00,11-Feb-2020 - 00:00,,,,,,
1137,11-Feb-2020 - 00:00,12-Feb-2020 - 00:00,,,,,,
1138,12-Feb-2020 - 00:00,13-Feb-2020 - 00:00,,,,,,
1139,13-Feb-2020 - 00:00,14-Feb-2020 - 00:00,,,,,,
1140,14-Feb-2020 - 00:00,15-Feb-2020 - 00:00,,,,,,
1141,15-Feb-2020 - 00:00,16-Feb-2020 - 00:00,,,,,,
1142,16-Feb-2020 - 00:00,17-Feb-2020 - 00:00,,,,,,
1143,17-Feb-2020 - 00:00,18-Feb-2020 - 00:00,,,,,,
1144,18-Feb-2020 - 00:00,19-Feb-2020 - 00:00,,,,,,
1145,19-Feb-2020 - 00:00,20-Feb-2020 - 00:00,,,,,,
1146,20-Feb-2020 - 00:00,21-Feb-2020 - 00:00,,,,,,
1147,21-Feb-2020 - 00:00,22-Feb-2020 - 00:00,,,,,,
1148,22-Feb-2020 - 00:00,23-Feb-2020 - 00:00,,,,,,
1149,23-Feb-2020 - 00:00,24-Feb-2020 - 00:00,,,,,,
1150,24-Feb-2020 - 00:00,25-Feb-2020 - 00:00,,,,,,
1151,25-Feb-2020 - 00:00,26-Feb-2020 - 00:00,,,,,,
1152,26-Feb-2020 - 00:00,27-Feb-2020 - 00:00,,,,,,
1153,27-Feb-2020 - 00:00,28-Feb-2020 - 00:00,,,,,,
1154,28-Feb-2020 - 00:00,29-Feb-2020 - 00:00,,,,,,
1155,29-Feb-2020 - 00:00,01-Mar-2020 - 00:00,,,,,,
1156,01-Mar-2020 - 00:00,02-Mar-2020 - 00:00,,,,,,
1157,02-Mar-2020 - 00:00,03-Mar-2020 - 00:00,,,,,,
1158,03-Mar-2020 - 00:00,04-Mar-2020 - 00:00,,,,,,
1159,04-Mar-2020 - 00:00,05-Mar-2020 - 00:00,,,,,,
1160,05-Mar-2020 - 00:00,06-Mar-2020 - 00:00,,,,,,
1161,06-Mar-2020 - 00:00,07-Mar-2020 - 00:00,,,,,,
1162,07-Mar-2020 - 00:00,08-Mar-2020 - 00:00,,,,,,
1163,08-Mar-2020 - 00:00,09-Mar-2020 - 00:00,,,,,,
1164,09-Mar-2020 - 00:00,10-Mar-2020 - 00:00,,,,,,
1165,10-Mar-2020 - 00:00,11-Mar-2020 - 00:00,,,,,,
1166,11-Mar-2020 - 00:00,12-Mar-2020 - 00:00,,,,,,
1167,12-Mar-2020 - 00:00,13-Mar-2020 - 00:00,,,,,,
1168,13-Mar-2020 - 00:00,14-Mar-2020 - 00:00,,,,,,
1169,14-Mar-2020 - 00:00,15-Mar-2020 - 00:00,,,,,,
1170,15-Mar-2020 - 00:00,16-Mar-2020 - 00:00,,,,,,
1171,16-Mar-2020 - 00:00,17-Mar-2020 - 00:00,,,,,,
1172,17-Mar-2020 - 00:00,18-Mar-2020 - 00:00,,,,,,
1173,18-Mar-2020 - 00:00,19-Mar-2020 - 00:00,,,,,,
1174,19-Mar-2020 - 00:00,20-Mar-2020 - 00:00,,,,,,
1175,20-Mar-2020 - 00:00,21-Mar-2020 - 00:00,,,,,,
1176,21-Mar-2020 - 00:00,22-Mar-2020 - 00:00,,,,,,
1177,22-Mar-2020 - 00:00,23-Mar-2020 - 00:00,,,,,,
