S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
1211,25-Apr-2020 - 00:00,26-Apr-2020 - 00:00,18,49.89,5.26,40.73,4.6,0.29
1212,26-Apr-2020 - 00:00,27-Apr-2020 - 00:00,9.88,50.85,3.88,20.12,4.39,0.27
1213,27-Apr-2020 - 00:00,28-Apr-2020 - 00:00,5.78,36.79,3.28,270.83,3.61,0.25
1214,28-Apr-2020 - 00:00,29-Apr-2020 - 00:00,4.4,34.4,3.38,22.93,4.65,0.26
1215,29-Apr-2020 - 00:00,30-Apr-2020 - 00:00,16.01,37.87,4.42,39.86,6.51,0.31
1216,30-Apr-2020 - 00:00,01-May-2020 - 00:00,12.2,39.92,4.21,33.08,4.07,0.21
1217,01-May-2020 - 00:00,02-May-2020 - 00:00,8,45.12,3.27,24.15,3.65,0.21
1218,02-May-2020 - 00:00,03-May-2020 - 00:00,15.64,38.16,3.65,40.59,6.34,0.31
1219,03-May-2020 - 00:00,04-May-2020 - 00:00,17.04,51.58,3.91,41.35,5.38,0.29
1220,04-May-2020 - 00:00,05-May-2020 - 00:00,18.37,36.07,2.27,50.09,4.34,0.28
1221,05-May-2020 - 00:00,06-May-2020 - 00:00,17.6,32.82,2.3,40.13,4.24,0.24
1222,06-May-2020 - 00:00,07-May-2020 - 00:00,14,46.32,2.79,33.42,6.03,0.29
1223,07-May-2020 - 00:00,08-May-2020 - 00:00,16.04,46.13,2.2,35.86,3.83,0.22
1224,08-May-2020 - 00:00,09-May-2020 - 00:00,20.58,53.48,2.38,44.4,3.6,0.25
1225,09-May-2020 - 00:00,10-May-2020 - 00:00,30.57,49.82,2.01,66.2,4.13,0.29
1226,10-May-2020 - 00:00,11-May-2020 - 00:00,22.97,46.32,2.73,50.3,3.57,0.2
1227,11-May-2020 - 00:00,12-May-2020 - 00:00,24.83,65.39,4.87,54.8,6.03,0.28
1228,12-May-2020 - 00:00,13-May-2020 - 00:00,32.82,65.91,7.62,75.86,7.86,0.3
1229,13-May-2020 - 00:00,14-May-2020 - 00:00,27.19,40.12,6.04,64.8,4.2,0.21
1230,14-May-2020 - 00:00,15-May-2020 - 00:00,19.3,28.91,2.72,50.29,3.13,0.19
1231,15-May-2020 - 00:00,16-May-2020 - 00:00,14.12,25.66,2.33,35.28,2.93,0.21
1232,16-May-2020 - 00:00,17-May-2020 - 00:00,12.88,25.48,2.85,40.82,2.89,0.19
1233,17-May-2020 - 00:00,18-May-2020 - 00:00,14.76,25.5,3.63,43.29,3.2,0.22
1234,18-May-2020 - 00:00,19-May-2020 - 00:00,23.57,15.33,1.63,59.86,5.34,0.32
1235,19-May-2020 - 00:00,20-May-2020 - 00:00,10.38,16.36,1.79,26.38,3.55,0.25
1236,20-May-2020 - 00:00,21-May-2020 - 00:00,17.19,32.85,2.82,30.72,3.05,0.24
1237,21-May-2020 - 00:00,22-May-2020 - 00:00,14.88,29.77,2.42,15.61,5.45,0.32
1238,22-May-2020 - 00:00,23-May-2020 - 00:00,19.42,31.29,2.78,42.11,4.65,0.27
1239,23-May-2020 - 00:00,24-May-2020 - 00:00,26.34,33.67,2.42,67.76,2,0.19
1240,24-May-2020 - 00:00,25-May-2020 - 00:00,23.46,32.56,2.03,65.7,2.12,0.21
1241,25-May-2020 - 00:00,26-May-2020 - 00:00,22.14,28.63,1.37,61.69,2.25,0.18
1242,26-May-2020 - 00:00,27-May-2020 - 00:00,14.41,22.88,1.74,50.1,2.2,0.19
1243,27-May-2020 - 00:00,28-May-2020 - 00:00,17.23,25.94,2.21,47.55,2.47,0.19
1244,28-May-2020 - 00:00,29-May-2020 - 00:00,19.85,39.51,2.78,38.06,6.69,0.29
1245,29-May-2020 - 00:00,30-May-2020 - 00:00,20.34,40.8,2.77,40.3,5.03,0.22
1246,30-May-2020 - 00:00,31-May-2020 - 00:00,18.07,40.66,3.25,38.46,3.06,0.2
1247,31-May-2020 - 00:00,01-Jun-2020 - 00:00,18.19,43.95,3.62,37.44,4.66,0.29
1248,01-Jun-2020 - 00:00,02-Jun-2020 - 00:00,8.3,28.25,2.18,30.46,4.68,0.22
1249,02-Jun-2020 - 00:00,03-Jun-2020 - 00:00,6.66,30.8,2.62,38.88,5.11,0.23
1250,03-Jun-2020 - 00:00,04-Jun-2020 - 00:00,10.26,38.02,3.18,36.43,4.45,0.24
1251,04-Jun-2020 - 00:00,05-Jun-2020 - 00:00,10.16,27.02,4.69,38.95,3.75,0.2
1252,05-Jun-2020 - 00:00,06-Jun-2020 - 00:00,7.54,26.81,2.69,34.32,2.82,0.2
1253,06-Jun-2020 - 00:00,07-Jun-2020 - 00:00,15.19,39.03,2,49.88,3.7,0.25
1254,07-Jun-2020 - 00:00,08-Jun-2020 - 00:00,21.15,41.69,1.7,54.06,4.48,0.29
1255,08-Jun-2020 - 00:00,09-Jun-2020 - 00:00,19.25,26.85,2.35,51.84,7.77,0.35
1256,09-Jun-2020 - 00:00,10-Jun-2020 - 00:00,14.48,22.28,1.7,50.21,5.16,0.22
1257,10-Jun-2020 - 00:00,11-Jun-2020 - 00:00,7.4,18.93,1.95,36.53,5.55,0.22
1258,11-Jun-2020 - 00:00,12-Jun-2020 - 00:00,1.04,14.91,1.95,23.95,6.04,0.27
1259,12-Jun-2020 - 00:00,13-Jun-2020 - 00:00,5.26,17,4.15,28.7,6.48,0.27
1260,13-Jun-2020 - 00:00,14-Jun-2020 - 00:00,6.14,19.11,1.21,27.45,6.72,0.28
1261,14-Jun-2020 - 00:00,15-Jun-2020 - 00:00,6.56,20.8,2.44,17.51,6.03,0.25
1262,15-Jun-2020 - 00:00,16-Jun-2020 - 00:00,8,23.68,3.92,20.73,6.66,0.24
1263,16-Jun-2020 - 00:00,17-Jun-2020 - 00:00,6.59,22.15,6,24.05,7.3,0.3
1264,17-Jun-2020 - 00:00,18-Jun-2020 - 00:00,9.72,19.44,8.56,35.06,5.57,0.29
1265,18-Jun-2020 - 00:00,19-Jun-2020 - 00:00,11.72,26.38,7.82,31.59,4.81,0.33
1266,19-Jun-2020 - 00:00,20-Jun-2020 - 00:00,11.29,25.33,6.34,35.25,6.78,0.36
1267,20-Jun-2020 - 00:00,21-Jun-2020 - 00:00,8.56,18.4,5.73,30.65,4.54,0.28
1268,21-Jun-2020 - 00:00,22-Jun-2020 - 00:00,5.3,24.86,7.03,27.29,4.57,0.35
1269,22-Jun-2020 - 00:00,23-Jun-2020 - 00:00,7.07,26.77,6.55,35.68,5.4,0.35
1270,23-Jun-2020 - 00:00,24-Jun-2020 - 00:00,9.26,20.29,5.16,41.28,4.79,0.39
1271,24-Jun-2020 - 00:00,25-Jun-2020 - 00:00,14.35,19.34,8.44,45.43,3.17,0.38
1272,25-Jun-2020 - 00:00,26-Jun-2020 - 00:00,11.51,15.29,9.52,46.43,3.02,0.38
1273,26-Jun-2020 - 00:00,27-Jun-2020 - 00:00,6.39,16.32,9.32,47.43,3.89,0.37
1274,27-Jun-2020 - 00:00,28-Jun-2020 - 00:00,5.21,16.7,8.66,48.43,4.85,0.42
1275,28-Jun-2020 - 00:00,29-Jun-2020 - 00:00,5.48,20.97,8.57,49.43,4.66,0.46
1276,29-Jun-2020 - 00:00,30-Jun-2020 - 00:00,5.87,22.43,9.35,50.43,7.72,0.51
1277,30-Jun-2020 - 00:00,01-Jul-2020 - 00:00,6.36,14.82,5.48,51.43,5.94,0.46
1278,01-Jul-2020 - 00:00,02-Jul-2020 - 00:00,6.56,10.71,7.28,52.43,8.74,0.51
1279,02-Jul-2020 - 00:00,03-Jul-2020 - 00:00,15.61,7.75,10.59,53.43,9.48,0.63
1280,03-Jul-2020 - 00:00,04-Jul-2020 - 00:00,12.72,7.89,15.9,54.43,7.98,0.68
1281,04-Jul-2020 - 00:00,05-Jul-2020 - 00:00,13.17,8.78,15.78,46.93,6.31,0.46
1282,05-Jul-2020 - 00:00,06-Jul-2020 - 00:00,8.87,12.69,18.51,47.93,4.72,0.37
1283,06-Jul-2020 - 00:00,07-Jul-2020 - 00:00,9.87,20.92,18.98,48.93,7.21,0.4
1284,07-Jul-2020 - 00:00,08-Jul-2020 - 00:00,10.87,28.28,22.79,49.93,5.86,0.44
1285,08-Jul-2020 - 00:00,09-Jul-2020 - 00:00,11.87,26.66,29.56,50.93,6.83,0.43
1286,09-Jul-2020 - 00:00,10-Jul-2020 - 00:00,12.87,27.76,25.2,51.93,5.84,0.41
1287,10-Jul-2020 - 00:00,11-Jul-2020 - 00:00,13.87,32.27,18.36,52.93,3.96,0.41
1288,11-Jul-2020 - 00:00,12-Jul-2020 - 00:00,14.87,33.83,22.5,53.93,4.82,0.44
1289,12-Jul-2020 - 00:00,13-Jul-2020 - 00:00,15.87,44.67,25.68,54.93,5.32,0.47
1290,13-Jul-2020 - 00:00,14-Jul-2020 - 00:00,16.87,33.18,28.45,55.93,7.07,0.49
1291,14-Jul-2020 - 00:00,15-Jul-2020 - 00:00,17.87,36.63,22.4,56.93,5.66,0.45
1292,15-Jul-2020 - 00:00,16-Jul-2020 - 00:00,18.87,27.29,10.02,12.6,5.91,0.43
1293,16-Jul-2020 - 00:00,17-Jul-2020 - 00:00,2.93,25.69,8.67,16.21,4.76,0.35
1294,17-Jul-2020 - 00:00,18-Jul-2020 - 00:00,2.58,26,18.31,13.6,4.6,0.37
1295,18-Jul-2020 - 00:00,19-Jul-2020 - 00:00,5.41,24.81,22.88,25.21,6.83,0.54
1296,19-Jul-2020 - 00:00,20-Jul-2020 - 00:00,6.2,24.74,6.98,23.22,4.55,0.38
1297,20-Jul-2020 - 00:00,21-Jul-2020 - 00:00,3.6,22.42,12.97,22.07,6.8,0.42
1298,21-Jul-2020 - 00:00,22-Jul-2020 - 00:00,5.76,25.25,20.29,30.4,7.51,0.44
1299,22-Jul-2020 - 00:00,23-Jul-2020 - 00:00,9.38,25.61,14.48,22.85,9.12,0.39
1300,23-Jul-2020 - 00:00,24-Jul-2020 - 00:00,10.38,26.61,15.48,23.85,10.12,0.38
1301,24-Jul-2020 - 00:00,25-Jul-2020 - 00:00,7.12,27.86,15.89,31.54,8.68,0.31
1302,25-Jul-2020 - 00:00,26-Jul-2020 - 00:00,11.43,29.59,18.11,34.01,6.41,0.27
1303,26-Jul-2020 - 00:00,27-Jul-2020 - 00:00,9.47,37.88,22.36,32.32,5.8,0.25
1304,27-Jul-2020 - 00:00,28-Jul-2020 - 00:00,19.24,35.21,26.09,40.14,12.23,0.39
1305,28-Jul-2020 - 00:00,29-Jul-2020 - 00:00,17.29,28.73,16.61,40.98,10.3,0.42
1306,29-Jul-2020 - 00:00,30-Jul-2020 - 00:00,6.66,21.29,11.4,22.58,4.41,0.42
1307,30-Jul-2020 - 00:00,31-Jul-2020 - 00:00,3,17.43,12.71,14.8,4.63,0.38
1308,31-Jul-2020 - 00:00,01-Aug-2020 - 00:00,2.86,12.67,13.25,10.48,5.72,0.38
1309,01-Aug-2020 - 00:00,02-Aug-2020 - 00:00,2.85,15.74,14.4,17.51,6.13,0.45
1310,02-Aug-2020 - 00:00,03-Aug-2020 - 00:00,6.97,27.09,18.9,24.66,8.49,0.5
1311,03-Aug-2020 - 00:00,04-Aug-2020 - 00:00,28.18,45.64,23.58,54.48,10.52,0.61
1312,04-Aug-2020 - 00:00,05-Aug-2020 - 00:00,17.36,12.31,18.58,40.22,15.77,0.73
1313,05-Aug-2020 - 00:00,06-Aug-2020 - 00:00,2.51,26.9,13.66,10.57,4.29,0.39
1314,06-Aug-2020 - 00:00,07-Aug-2020 - 00:00,2.47,23,7.6,13.6,7.83,0.45
1315,07-Aug-2020 - 00:00,08-Aug-2020 - 00:00,9.14,25.1,6.09,24.59,7.08,0.38
1316,08-Aug-2020 - 00:00,09-Aug-2020 - 00:00,12.39,31.81,5.43,29.97,5.4,0.36
1317,09-Aug-2020 - 00:00,10-Aug-2020 - 00:00,6.12,28.22,4.1,18.53,5.01,0.37
1318,10-Aug-2020 - 00:00,11-Aug-2020 - 00:00,4.64,20.25,4.54,18.89,5.46,0.35
1319,11-Aug-2020 - 00:00,12-Aug-2020 - 00:00,5.47,31.06,6.14,21.44,4.87,0.37
1320,12-Aug-2020 - 00:00,13-Aug-2020 - 00:00,8.16,33.1,5.49,23.07,7.28,0.4
1321,13-Aug-2020 - 00:00,14-Aug-2020 - 00:00,2.46,26.34,7.46,16.03,5.33,0.4
1322,14-Aug-2020 - 00:00,15-Aug-2020 - 00:00,2.57,19.44,6.87,18.57,7.55,0.41
1323,15-Aug-2020 - 00:00,16-Aug-2020 - 00:00,2.44,25.78,6.31,14.99,6.42,0.42
1324,16-Aug-2020 - 00:00,17-Aug-2020 - 00:00,4.61,24.6,6.52,21.35,6.26,0.43
1325,17-Aug-2020 - 00:00,18-Aug-2020 - 00:00,4.86,17.73,6.15,23.6,8.69,0.46
1326,18-Aug-2020 - 00:00,19-Aug-2020 - 00:00,7.69,21.51,5.06,22.63,10.23,0.48
1327,19-Aug-2020 - 00:00,20-Aug-2020 - 00:00,9.13,22.81,6.52,16.6,8.04,0.41
1328,20-Aug-2020 - 00:00,21-Aug-2020 - 00:00,2.47,27.25,6.95,10.99,5.66,0.38
1329,21-Aug-2020 - 00:00,22-Aug-2020 - 00:00,4.48,21.71,3.39,21.74,4.9,0.37
1330,22-Aug-2020 - 00:00,23-Aug-2020 - 00:00,16.48,17.64,3.01,26.85,15.69,0.62
1331,23-Aug-2020 - 00:00,24-Aug-2020 - 00:00,17.17,20.15,3.23,35.07,10.74,0.45
1332,24-Aug-2020 - 00:00,25-Aug-2020 - 00:00,18.52,24.3,3.02,39.47,19.53,0.61
1333,25-Aug-2020 - 00:00,26-Aug-2020 - 00:00,19.54,24.27,2.82,49.02,15.22,0.49
1334,26-Aug-2020 - 00:00,27-Aug-2020 - 00:00,6.99,22,4.75,19.29,8.89,0.35
1335,27-Aug-2020 - 00:00,28-Aug-2020 - 00:00,2.56,26.48,2.74,17.49,3.92,0.3
1336,28-Aug-2020 - 00:00,29-Aug-2020 - 00:00,3.74,30.83,2.38,31.66,5.82,0.29
1337,29-Aug-2020 - 00:00,30-Aug-2020 - 00:00,17.16,40.09,4.08,38.59,5.61,0.29
1338,30-Aug-2020 - 00:00,31-Aug-2020 - 00:00,17.66,40.93,5.14,43.65,8.25,0.31
1339,31-Aug-2020 - 00:00,01-Sep-2020 - 00:00,20.8,40.35,4.7,50.55,6.67,0.36
1340,01-Sep-2020 - 00:00,02-Sep-2020 - 00:00,16.68,16.98,5.83,42.29,12.5,0.51
1341,02-Sep-2020 - 00:00,03-Sep-2020 - 00:00,9.04,13.06,1.76,28.89,15,0.37
1342,03-Sep-2020 - 00:00,04-Sep-2020 - 00:00,8.16,13.6,2.82,25.6,8.51,0.31
1343,04-Sep-2020 - 00:00,05-Sep-2020 - 00:00,12.8,15.83,3.29,32.34,10.07,0.32
1344,05-Sep-2020 - 00:00,06-Sep-2020 - 00:00,11.68,16.87,1.8,29.24,6.59,0.27
1345,06-Sep-2020 - 00:00,07-Sep-2020 - 00:00,10.61,15.75,3.66,22.52,5.43,0.24
1346,07-Sep-2020 - 00:00,08-Sep-2020 - 00:00,6.28,19.56,4.16,18.91,4.69,0.25
1347,08-Sep-2020 - 00:00,09-Sep-2020 - 00:00,13.7,21.02,4.61,31.37,9.09,0.38
1348,09-Sep-2020 - 00:00,10-Sep-2020 - 00:00,16.69,29.62,2.99,42.8,10.13,0.4
1349,10-Sep-2020 - 00:00,11-Sep-2020 - 00:00,13.23,24.45,4.37,34.44,8.09,0.37
1350,11-Sep-2020 - 00:00,12-Sep-2020 - 00:00,3.85,24.13,9.73,19.45,4.71,0.3
1351,12-Sep-2020 - 00:00,13-Sep-2020 - 00:00,3.46,16.33,7.38,21.66,6.24,0.34
1352,13-Sep-2020 - 00:00,14-Sep-2020 - 00:00,4.76,12.42,7.73,20.52,7.16,0.37
1353,14-Sep-2020 - 00:00,15-Sep-2020 - 00:00,7.34,10.41,6.25,17.38,7.81,0.36
1354,15-Sep-2020 - 00:00,16-Sep-2020 - 00:00,6.98,12.86,3.96,29.39,8.57,0.36
1355,16-Sep-2020 - 00:00,17-Sep-2020 - 00:00,7.03,17.72,5.76,23.33,5.95,0.27
1356,17-Sep-2020 - 00:00,18-Sep-2020 - 00:00,6.31,31.28,6.79,26.42,5.41,0.31
1357,18-Sep-2020 - 00:00,19-Sep-2020 - 00:00,7.89,15.6,6.67,34.61,11.68,0.45
1358,19-Sep-2020 - 00:00,20-Sep-2020 - 00:00,17.15,1.59,6.78,49.77,17.96,0.54
1359,20-Sep-2020 - 00:00,21-Sep-2020 - 00:00,17.96,1.54,6.34,44.38,13.11,0.43
1360,21-Sep-2020 - 00:00,22-Sep-2020 - 00:00,5.6,8.51,7.06,23.02,7.33,0.34
1361,22-Sep-2020 - 00:00,23-Sep-2020 - 00:00,5,22.74,5.48,28.2,9.04,0.32
1362,23-Sep-2020 - 00:00,24-Sep-2020 - 00:00,6.15,17.02,5.65,26.06,7.69,0.27
1363,24-Sep-2020 - 00:00,25-Sep-2020 - 00:00,8.84,26.81,6.76,30.82,6.3,0.33
1364,25-Sep-2020 - 00:00,26-Sep-2020 - 00:00,12.49,26.5,6.14,37.96,8.87,0.46
1365,26-Sep-2020 - 00:00,27-Sep-2020 - 00:00,17.56,27.96,5.69,46.85,10.65,0.53
1366,27-Sep-2020 - 00:00,28-Sep-2020 - 00:00,21.88,59.24,8.52,52.39,10.33,0.52
1367,28-Sep-2020 - 00:00,29-Sep-2020 - 00:00,40.48,38.21,6.06,83.14,13.14,0.66
1368,29-Sep-2020 - 00:00,30-Sep-2020 - 00:00,18.13,24.59,10.57,45.59,12.59,0.39
1369,30-Sep-2020 - 00:00,01-Oct-2020 - 00:00,9.26,22.38,8.27,34.84,13.24,0.42
1370,01-Oct-2020 - 00:00,02-Oct-2020 - 00:00,12.18,21.85,7.57,44.85,11.23,0.37
1371,02-Oct-2020 - 00:00,03-Oct-2020 - 00:00,7.93,27.67,7.01,30.77,7.94,0.39
1372,03-Oct-2020 - 00:00,04-Oct-2020 - 00:00,10.54,19.65,5.09,35.71,9.84,0.44
1373,04-Oct-2020 - 00:00,05-Oct-2020 - 00:00,21.95,10.19,4.74,50.42,12.72,0.48
1374,05-Oct-2020 - 00:00,06-Oct-2020 - 00:00,15.39,13.97,4.86,44.36,11.62,0.44
1375,06-Oct-2020 - 00:00,07-Oct-2020 - 00:00,10.15,24.88,6.28,33.36,11.43,0.49
1376,07-Oct-2020 - 00:00,08-Oct-2020 - 00:00,12.1,26.31,5.69,36.62,10.23,0.46
1377,08-Oct-2020 - 00:00,09-Oct-2020 - 00:00,20.18,28.74,4.31,47.42,15.08,0.55
1378,09-Oct-2020 - 00:00,10-Oct-2020 - 00:00,29.87,23.96,4.89,60.02,16.75,0.56
1379,10-Oct-2020 - 00:00,11-Oct-2020 - 00:00,31.23,31.45,5.61,62.41,30.16,0.83
1380,11-Oct-2020 - 00:00,12-Oct-2020 - 00:00,39.21,30.13,6.87,79.15,22.72,0.69
1381,12-Oct-2020 - 00:00,13-Oct-2020 - 00:00,45.15,24.43,10.33,95.12,26.43,0.86
1382,13-Oct-2020 - 00:00,14-Oct-2020 - 00:00,32.33,25.72,7.95,68.68,16.07,0.6
1383,14-Oct-2020 - 00:00,15-Oct-2020 - 00:00,9.53,30.61,8.49,35.78,9.61,0.43
1384,15-Oct-2020 - 00:00,16-Oct-2020 - 00:00,10.76,20.29,6.8,36.77,11.29,0.43
1385,16-Oct-2020 - 00:00,17-Oct-2020 - 00:00,39.05,23.78,10.74,88.15,30.08,0.87
1386,17-Oct-2020 - 00:00,18-Oct-2020 - 00:00,53.77,36.88,6.29,109.13,24.66,0.6
1387,18-Oct-2020 - 00:00,19-Oct-2020 - 00:00,47.12,33.66,5.11,104.99,21.36,0.57
1388,19-Oct-2020 - 00:00,20-Oct-2020 - 00:00,31.57,18.47,5.05,73.85,24.96,0.79
1389,20-Oct-2020 - 00:00,21-Oct-2020 - 00:00,43.73,47.77,7.55,101.04,18.63,0.49
1390,21-Oct-2020 - 00:00,22-Oct-2020 - 00:00,8.34,21.07,6.06,28.13,10.02,0.33
1391,22-Oct-2020 - 00:00,23-Oct-2020 - 00:00,6.06,19.95,6.09,27.85,11.5,0.39
1392,23-Oct-2020 - 00:00,24-Oct-2020 - 00:00,8.9,12.61,6.17,32.34,12.37,0.4
1393,24-Oct-2020 - 00:00,25-Oct-2020 - 00:00,16.83,22.48,7.09,44.14,17.48,0.55
1394,25-Oct-2020 - 00:00,26-Oct-2020 - 00:00,33.35,34.61,8.15,76.05,21.95,0.62
1395,26-Oct-2020 - 00:00,27-Oct-2020 - 00:00,61.15,56.75,11.19,120.45,33.85,0.84
1396,27-Oct-2020 - 00:00,28-Oct-2020 - 00:00,73.54,64.4,14.3,144.2,35.82,0.7
1397,28-Oct-2020 - 00:00,29-Oct-2020 - 00:00,81,56.63,13.93,171.75,33.2,0.91
1398,29-Oct-2020 - 00:00,30-Oct-2020 - 00:00,57.16,48.77,12.31,125.18,26.92,0.94
1399,30-Oct-2020 - 00:00,31-Oct-2020 - 00:00,44.84,54.1,14.93,113.86,22.44,0.59
1400,31-Oct-2020 - 00:00,01-Nov-2020 - 00:00,45.84,55.1,15.93,114.86,23.44,0.63
1401,01-Nov-2020 - 00:00,02-Nov-2020 - 00:00,12.15,13.17,6.47,47.76,11.29,0.38
1402,02-Nov-2020 - 00:00,03-Nov-2020 - 00:00,17.94,17.75,6.87,44.66,20.84,0.52
1403,03-Nov-2020 - 00:00,04-Nov-2020 - 00:00,79.78,71.12,18.45,176.84,37.54,0.96
1404,04-Nov-2020 - 00:00,05-Nov-2020 - 00:00,107.39,79.85,31.62,223.77,53.47,0.99
1405,05-Nov-2020 - 00:00,06-Nov-2020 - 00:00,94.62,72.27,27.99,200.77,51.65,0.96
1406,06-Nov-2020 - 00:00,07-Nov-2020 - 00:00,95.06,70.99,18.95,194.86,52.05,1.13
1407,07-Nov-2020 - 00:00,08-Nov-2020 - 00:00,110.85,80.86,23.6,221.07,50.75,0.92
1408,08-Nov-2020 - 00:00,09-Nov-2020 - 00:00,84.06,61.85,20.96,173.99,45.49,0.83
1409,09-Nov-2020 - 00:00,10-Nov-2020 - 00:00,66.6,34.41,13.94,142.54,53.25,1.02
1410,10-Nov-2020 - 00:00,11-Nov-2020 - 00:00,51.3,51.69,9.91,119.69,38.96,0.69
1411,11-Nov-2020 - 00:00,12-Nov-2020 - 00:00,39.08,49.45,9.23,98.87,33.61,0.61
1412,12-Nov-2020 - 00:00,13-Nov-2020 - 00:00,53.24,48.95,23.03,134.33,34.93,0.59
1413,13-Nov-2020 - 00:00,14-Nov-2020 - 00:00,43.06,55.25,13.9,109.19,32.38,0.58
1414,14-Nov-2020 - 00:00,15-Nov-2020 - 00:00,67.46,79.31,15.42,148.4,31.07,0.66
1415,15-Nov-2020 - 00:00,16-Nov-2020 - 00:00,86.98,67.82,16.13,163.13,31.23,0.63
1416,16-Nov-2020 - 00:00,17-Nov-2020 - 00:00,71.59,49.37,19.91,146.75,37.15,0.66
1417,17-Nov-2020 - 00:00,18-Nov-2020 - 00:00,105.91,63.52,26.26,204.2,43.63,0.81
1418,18-Nov-2020 - 00:00,19-Nov-2020 - 00:00,95.42,78.4,14.33,178.86,33.22,0.71
1419,19-Nov-2020 - 00:00,20-Nov-2020 - 00:00,53.74,55.21,10.99,108.14,21.83,0.53
1420,20-Nov-2020 - 00:00,21-Nov-2020 - 00:00,63.6,45.26,10.45,125.34,24.9,0.64
1421,21-Nov-2020 - 00:00,22-Nov-2020 - 00:00,107.1,26.96,9.68,178.82,35.79,1.13
1422,22-Nov-2020 - 00:00,23-Nov-2020 - 00:00,82.18,45.48,10.06,155.59,41.71,0.83
1423,23-Nov-2020 - 00:00,24-Nov-2020 - 00:00,90.88,42.41,8.44,168.54,67.85,1.1
1424,24-Nov-2020 - 00:00,25-Nov-2020 - 00:00,100.72,37.9,10.47,194.81,65.59,1.07
1425,25-Nov-2020 - 00:00,26-Nov-2020 - 00:00,92.75,33.38,12.97,181.72,59.72,1.02
1426,26-Nov-2020 - 00:00,27-Nov-2020 - 00:00,99.74,25.31,16.28,190.28,60.91,1.14
1427,27-Nov-2020 - 00:00,28-Nov-2020 - 00:00,79.44,26.93,16.06,164.69,42.26,0.61
1428,28-Nov-2020 - 00:00,29-Nov-2020 - 00:00,77.12,43.23,12.97,154.9,48.25,0.93
1429,29-Nov-2020 - 00:00,30-Nov-2020 - 00:00,98.56,43.24,13.51,190.04,57.97,1.07
1430,30-Nov-2020 - 00:00,01-Dec-2020 - 00:00,97.05,41.32,15.49,189.58,71.67,1.29
1431,01-Dec-2020 - 00:00,02-Dec-2020 - 00:00,119.97,39.72,13.49,232.69,73.64,1.22
1432,02-Dec-2020 - 00:00,03-Dec-2020 - 00:00,134.23,32.48,19.66,242.66,77.35,1.25
1433,03-Dec-2020 - 00:00,04-Dec-2020 - 00:00,153.03,47.26,14.58,272.04,78.92,1.58
1434,04-Dec-2020 - 00:00,05-Dec-2020 - 00:00,138.83,44.04,11.28,231.73,73.52,1.23
1435,05-Dec-2020 - 00:00,06-Dec-2020 - 00:00,111.16,41.53,12.98,197.88,58.34,1.04
1436,06-Dec-2020 - 00:00,07-Dec-2020 - 00:00,100.87,55.69,11.89,171.53,38.05,0.86
1437,07-Dec-2020 - 00:00,08-Dec-2020 - 00:00,94.35,50.42,10.38,172.97,49.38,1.08
1438,08-Dec-2020 - 00:00,09-Dec-2020 - 00:00,144.08,26.18,8.25,233.55,47.37,1.37
1439,09-Dec-2020 - 00:00,10-Dec-2020 - 00:00,160.36,30.26,8.31,257.06,46.7,1.32
1440,10-Dec-2020 - 00:00,11-Dec-2020 - 00:00,139.58,30.09,8.84,236.32,52.33,1.4
1441,11-Dec-2020 - 00:00,12-Dec-2020 - 00:00,121.32,31.15,9.1,200.97,34.02,1.12
1442,12-Dec-2020 - 00:00,13-Dec-2020 - 00:00,134.26,41.71,11.94,205.41,40.42,1.12
1443,13-Dec-2020 - 00:00,14-Dec-2020 - 00:00,129.31,34.49,9.4,172.62,52.74,1.5
1444,14-Dec-2020 - 00:00,15-Dec-2020 - 00:00,133.06,36.03,8.19,183.16,53.22,1.23
1445,15-Dec-2020 - 00:00,16-Dec-2020 - 00:00,97.75,35.66,10.65,167.78,51.41,1.01
1446,16-Dec-2020 - 00:00,17-Dec-2020 - 00:00,106.63,12.57,13.76,186.9,52.1,1.06
1447,17-Dec-2020 - 00:00,18-Dec-2020 - 00:00,112.62,28,12.28,198.37,55.12,1.12
1448,18-Dec-2020 - 00:00,19-Dec-2020 - 00:00,101.09,56.72,13.31,163.47,51.55,0.89
1449,19-Dec-2020 - 00:00,20-Dec-2020 - 00:00,112.83,75.74,10.89,151.99,45.9,0.87
1450,20-Dec-2020 - 00:00,21-Dec-2020 - 00:00,142.43,73.77,11.13,156.95,47.33,0.99
1451,21-Dec-2020 - 00:00,22-Dec-2020 - 00:00,176.36,54.3,11.88,203.47,63.75,1.29
1452,22-Dec-2020 - 00:00,23-Dec-2020 - 00:00,180.25,44.98,13.49,362.78,77.11,1.39
1453,23-Dec-2020 - 00:00,24-Dec-2020 - 00:00,152.06,46.65,9.28,215.64,64.28,1.6
1454,24-Dec-2020 - 00:00,25-Dec-2020 - 00:00,152.01,42.72,8.84,254.6,71.79,1.75
1455,25-Dec-2020 - 00:00,26-Dec-2020 - 00:00,158.27,43.27,9.56,263.14,62.52,1.44
1456,26-Dec-2020 - 00:00,27-Dec-2020 - 00:00,144.74,50.3,9.34,250.34,64.93,1.34
